#trait_category	trait	trait_name	family	geno	covar	geno_covar	geno_delta	n_variables	WB_test_P	is_significant_in_WB
Biomarkers	INI10030670	Urea	gaussian	0.0534198523325997	3.72425283656703e-06	0.0534318406722987	0.0534281164194621	10852	9.40040948924764e-10	TRUE
Disease_outcome	HC881	TTE retinal disorders in diseases classified elsewhere	binomial	0.576642123776294	0.652219980145939	0.673314928424868	0.0210949482789297	185	1.59901974874373e-09	TRUE
Lifestyle_and_environment	BIN_FC10001628	Alcohol intake versus 10 years previously (More nowadays)	binomial	0.518713888534824	0.576023534598048	0.577866657626115	0.00184312302806688	214	1.61900304691203e-09	TRUE
Disease_outcome	HC608	TTE vitamin b12 deficiency anaemia	binomial	0.579716816427022	0.621090480609882	0.643334086193285	0.0222436055834035	121	1.64163972666486e-09	TRUE
Disease_outcome	HC177	Dupuytren's contracture	binomial	0.664569064760646	0.702307212495418	0.746099402127611	0.0437921896321936	11	1.64583999487332e-09	TRUE
Disease_outcome	HC78	Arthritis (nos)	binomial	0.526708793334763	0.647185139276234	0.6494344876274	0.00224934835116641	1028	1.66773241747753e-09	TRUE
Lifestyle_and_environment	INI1289	Cooked vegetable intake	gaussian	0.00097485932373487	0.00967177789081497	0.01057332389044	0.000901545999625015	1085	1.7357471287097e-09	TRUE
Urine_assays	INI30520	Potassium in urine	gaussian	0.000721230318251928	0.0206425140283644	0.0213329911819904	0.000690477153625978	213	2.20736614233937e-09	TRUE
Disease_outcome	HC376	Osteoarthritis	binomial	0.521658353284654	0.672785240554676	0.674171853774065	0.00138661321938893	579	2.64705354061763e-09	TRUE
Disease_outcome	HC61	Haemorrhoids / piles	binomial	0.5222993443353	0.559264969625212	0.562751057996668	0.00348608837145548	786	3.95845088151549e-09	TRUE
Disease_outcome	HC442	Chronic obstructive airways disease/copd	binomial	0.53971236374639	0.694261280564633	0.698706003809726	0.00444472324509293	482	4.68900441340231e-09	TRUE
Lifestyle_and_environment	QT_FC1001339	Non-oily fish intake	gaussian	0.000737239124620908	0.00852465752633066	0.00922051009783533	0.000695852571504663	309	4.9111284912673e-09	TRUE
Bone-densitometry_of_heel	INI4100	Ankle spacing width (L)	gaussian	0.0927776332046166	0.254730843924822	0.344591816240733	0.0898609723159114	13416	6.27618779969216e-09	TRUE
Disease_outcome	HC83	Fracture forearm / wrist	binomial	0.544785698621138	0.6090526482724	0.616189947007618	0.00713729873521829	45	7.32979502539243e-09	TRUE
Blood_assays	INI30060	Mean corpuscular haemoglobin concentration	gaussian	0.0253407934402536	0.0130314053718627	0.0375934744222754	0.0245620690504127	2359	7.50177349005343e-09	TRUE
Disease_outcome	HC262	Diverticular disease/diverticulitis	binomial	0.551861259678083	0.66641752955463	0.67494339363021	0.00852586407558009	368	8.11742750259108e-09	TRUE
Biomarkers	INI20030780	LDL cholesterol	gaussian	0.214634011559562	3.36752752027505e-06	0.214709778053672	0.214706410526152	14936	1.3567577705587e-08	TRUE
Disease_outcome	HC1101	TTE crohn's disease [regional enteritis]	binomial	0.571400727828258	0.491867960522899	0.562586339834806	0.0707183793119062	220	1.42715787704259e-08	TRUE
Biomarkers	INI10030880	Urate	gaussian	0.15803747892607	6.11740913113408e-05	0.157961413627129	0.157900239535818	17598	1.46126315128168e-08	TRUE
Diet_by_24-hour_recall	BIN100240	Coffee consumed	binomial	0.520020271908985	0.575523428277429	0.578173121791642	0.00264969351421296	48	1.79176911069976e-08	TRUE
Blood_assays	INI23028	MC VP1 antigen for Merkel Cell Polyomavirus	gaussian	0.0493720708127417	0.00646602603569406	0.0543065778516969	0.0478405518160029	143	1.88944847180098e-08	TRUE
Blood_assays	INI23027	JC VP1 antigen for Human Polyomavirus JCV	gaussian	0.0358510297959347	0.00561256247149873	0.0369819789103328	0.0313694164388341	9	4.27066816501916e-08	TRUE
Lifestyle_and_environment	BIN_FC20001508	Coffee type: Instant coffee	binomial	0.513077400953859	0.555575645644337	0.55697120810747	0.00139556246313344	432	4.36096899529129e-08	TRUE
Cognitive_function	INI20016	Fluid intelligence score	gaussian	0.0507250235164715	0.0157085108244295	0.0661721792101628	0.0504636683857333	10055	4.39270237220488e-08	TRUE
Health_and_medical_history	BIN_FC2006154	Ibuprofen (e.g. Nurofen)	binomial	0.51542245509243	0.617522762564793	0.618542426417114	0.00101966385232133	174	4.54713693624336e-08	TRUE
Biomarkers	INI10030500	Microalbumin in urine	gaussian	0.000813269123157033	0.000104581275895561	0.000188837492273258	8.42562163776973e-05	51	4.64600060341405e-08	TRUE
Disease_outcome	HC534	TTE viral warts	binomial	0.530572023542042	0.553785748057717	0.56019832001185	0.00641257195413281	5	6.05320390684684e-08	TRUE
Disease_outcome	HC914	TTE otosclerosis	binomial	0.63189710770876	0.595760953630136	0.654480804393942	0.0587198507638059	213	6.52610551603907e-08	TRUE
Family_history	BIN_FC10001835	Mother still alive	binomial	0.50967685788579	0.80304665255089	0.803238025031242	0.000191372480352614	152	8.84825970088024e-08	TRUE
Health_and_medical_history	BIN_FC5006148	Eye problems/disorders Macular degeneration	binomial	0.552828063609763	0.696838602499039	0.702521489583491	0.00568288708445131	53	9.66467318914281e-08	TRUE
Biomarkers	INI10030510	Creatinine in urine	gaussian	0.00734250616128139	4.73325317075205e-06	0.0073281616156592	0.00732342836248845	4291	1.19881769395245e-07	TRUE
cancer	cancer1045	Testicular cancer	binomial	0.629563910767564	0.808523196996963	0.839187375813902	0.0306641788169395	280	1.24831830680949e-07	TRUE
Disease_outcome	HC322	Crohns disease	binomial	0.57326211816361	0.504366647908618	0.566584885385179	0.0622182374765604	257	1.49768969187209e-07	TRUE
Disease_outcome	HC302	Retinal detachment	binomial	0.550789822535383	0.615394271110555	0.623919263552668	0.00852499244211291	321	1.56481608174523e-07	TRUE
Disease_outcome	HC880	TTE other retinal disorders	binomial	0.53038317858452	0.673406540237276	0.675742237082764	0.00233569684548829	6	1.7632109226639e-07	TRUE
Biomarkers	INI30030700	EGFR	gaussian	0.0817014747075742	3.0245035968481e-06	0.0816529295618588	0.0816499050582619	17436	1.97289244951258e-07	TRUE
Disease_outcome	HC431	Emphysema	binomial	0.569105976615408	0.696001612175877	0.701857891943821	0.00585627976794412	42	2.13541707868346e-07	TRUE
Blood_assays	INI30720	Cystatin C	gaussian	0.0854246883562705	0.125305546560755	0.213473350887914	0.0881678043271598	18218	3.0655959770362e-07	TRUE
Diet_by_24-hour_recall	BIN100580	Alcohol consumed	binomial	0.517278055459907	0.565256862668339	0.568254441709964	0.0029975790416249	1028	3.10699361250085e-07	TRUE
Psychosocial_factors	BIN_FC50006160	Leisure/social activities (attend adult edication class in once a week or more often)	binomial	0.521800035800231	0.631159420110864	0.633125981243961	0.00196656113309723	220	3.28999214900254e-07	TRUE
Lifestyle_and_environment	INI1050	Time spend outdoors in summer	gaussian	0.0112891728310944	0.0460307123349128	0.0573413035579879	0.0113105912230751	5661	3.50044263678833e-07	TRUE
Disease_outcome	HC176	Prolapsed disc/slipped disc	binomial	0.542251212950472	0.532210692524578	0.545373584744397	0.0131628922198191	47	3.81388988022333e-07	TRUE
Health_and_medical_history	BIN_FC6006155	Vitamin B9 vs no supplement	binomial	0.528106595342748	0.589913249543995	0.594534716276244	0.00462146673224873	5	4.94646284772743e-07	TRUE
Disease_outcome	HC31	Uterine fibroids	binomial	0.54273434890698	0.775822478554408	0.781326001173734	0.00550352261932596	161	5.07005653431941e-07	TRUE
Disease_outcome	HC1228	TTE internal derangement of knee	binomial	0.52610577379714	0.565057855256023	0.571171773631002	0.00611391837497965	118	6.7141531535855e-07	TRUE
Bone-densitometry_of_heel	INI4119	Ankle spacing width (R)	gaussian	0.0893620322481374	0.229360447547003	0.317392043168031	0.0880315956210277	15134	9.07121119013617e-07	TRUE
Lifestyle_and_environment	BIN_FC20001468	Cereal type: Biscuit cereal (e.g. Weetabix)	binomial	0.514960057708792	0.54674549960353	0.548936734093686	0.00219123449015668	146	1.32850127570893e-06	TRUE
Disease_outcome	HC321	Sjogren's syndrome/sicca syndrome	binomial	0.603032754853233	0.713661046988186	0.730071828404328	0.0164107814161419	7	1.56856747576376e-06	TRUE
Disease_outcome	HC85	Enlarged prostate	binomial	0.54101569716039	0.87147004051071	0.87367232516	0.00220228464928951	449	1.69068856433339e-06	TRUE
Disease_outcome	HC136	Connective tissue disorder	binomial	0.553439785564897	0.691863603362823	0.697498882454796	0.00563527909197303	16	1.69306755743996e-06	TRUE
Biomarkers	INI10030530	Sodium in urine	gaussian	0.00920286241272205	1.50045051734205e-05	0.00920590731205167	0.00919090280687825	5217	1.71708830903372e-06	TRUE
T1_structural_brain_MRI	INI25829	Vol. of grey matter in Intracalcarine Cortex (R)	gaussian	0.0472429590117459	0.0812650279543087	0.127135613616771	0.0458705856624624	2215	2.22890365020951e-06	TRUE
Health_and_medical_history	BIN_FC18006155	Folic acid or folate (Vitamin B9)	binomial	0.525999200740865	0.572970826939064	0.577680030199474	0.00470920326040936	5	2.3998523199739e-06	TRUE
Disease_outcome	HC1576	AD NSTEMI	binomial	0.540421983817245	0.716151701792539	0.720169501852777	0.00401780006023811	687	2.59595603428297e-06	TRUE
Blood_assays	BIN23067	MCV seropositivity for Merkel Cell Polyomavirus	binomial	0.56616794786279	0.542785207378815	0.577437644202906	0.0346524368240915	3	3.6491925306865e-06	TRUE
Lifestyle_and_environment	BIN_FC10002644	Light smokers, at least 100 smokes in lifetime	binomial	0.519368422771752	0.574426576976488	0.576976664100399	0.00255008712391125	11	3.93415442169452e-06	TRUE
Lifestyle_and_environment	INI874	Duration of walks	gaussian	0.00069015882197435	0.00405267087926129	0.00452292381193584	0.000470252932674551	1323	4.25660367453736e-06	TRUE
Disease_outcome	HC654	TTE other disorders of pancreatic internal secretion	binomial	0.556918742057483	0.616626398660966	0.632846178284634	0.0162197796236678	69	4.288811442438e-06	TRUE
Lifestyle_and_environment	BIN_FC30002267	Use of sun/uv protection (Most of the time)	binomial	0.509741950968317	0.563287667700691	0.56405867241857	0.000771004717878721	110	4.68349781681271e-06	TRUE
Disease_outcome	HC1209	TTE reactive arthropathies	binomial	0.661672725474194	0.603018522640408	0.682038726908554	0.0790202042681463	6	4.78606375751133e-06	TRUE
Disease_outcome	HC84	Pulmonary fibrosis	binomial	0.575833707428577	0.751752997356259	0.75844755271669	0.00669455536043162	51	4.96413383172666e-06	TRUE
Eye_measures	INI5255	Intra-ocular pressure, Goldmann-correlated (R)	gaussian	0.0448315242834881	0.00699469785134327	0.051783886566302	0.0447891887149587	3584	6.33235077811773e-06	TRUE
Health_and_medical_history	BIN_FC2006179	Glucosamine	binomial	0.512062667089215	0.621743349196346	0.622345349290947	0.000602000094600763	324	7.34108530900473e-06	TRUE
cancer	cancer1065	Thyroid cancer	binomial	0.618425871227705	0.602851521927709	0.637136600420567	0.0342850784928583	11	1.24349230544526e-05	TRUE
Others	INI1003064	PEF pred. ratio	gaussian	0.0603370471253425	0.0418310291024118	0.101512784981309	0.0596817558788975	15135	1.28012566918996e-05	TRUE
Others	INI1003063	FEV FVC ratio	gaussian	0.0603350723876314	0.0418311082533418	0.101511366611978	0.0596802583586361	15141	1.2804110642328e-05	TRUE
Blood_assays	INI30740	Glucose	gaussian	0.014193578871912	0.0134013565738428	0.0275098358830356	0.0141084793091928	2223	1.45663174052294e-05	TRUE
Lifestyle_and_environment	BIN_FC10001150	Usual side of head for mobile phone use (L)	binomial	0.510656231663082	0.53966862017384	0.541430498539818	0.00176187836597741	599	1.57018223311402e-05	TRUE
Disease_outcome	HC1126	TTE cholecystitis	binomial	0.539540246317405	0.584427959179403	0.5937311306941	0.00930317151469739	5	1.64257686314131e-05	TRUE
Disease_outcome	HC1020	TTE unspecified acute lower respiratory infection	binomial	0.515725870945251	0.579435947941375	0.580338951287481	0.000903003346106268	402	1.72228875872394e-05	TRUE
T1_structural_brain_MRI	INI25867	Vol. of grey matter in Parietal Operculum Cortex (R)	gaussian	0.00738978227920639	0.146363645246654	0.153342256910907	0.00697861166425323	699	1.78802600055624e-05	TRUE
T1_structural_brain_MRI	INI25003	Vol. of ventricular cerebrospinal fluid (normalised for head size)	gaussian	0.0163760413931364	0.238950632237964	0.257646581578783	0.0186959493408189	880	1.81627233247332e-05	TRUE
Lifestyle_and_environment	BIN_FC40001448	Bread type: Other type of bread	binomial	0.518509719967081	0.562808039167888	0.568026679493437	0.00521864032554897	71	2.12809479145503e-05	TRUE
Disease_outcome	HC711	TTE vascular dementia	binomial	0.613057388234486	0.818583313325809	0.825718103220271	0.0071347898944627	7	2.13978393135309e-05	TRUE
cancer	cancer1041	Cervical cancer	binomial	0.547692173412656	0.758172147342273	0.767806357353374	0.00963421001110099	24	2.36427492963272e-05	TRUE
Disease_outcome	HC878	TTE retinal detachments and breaks	binomial	0.53945342149952	0.618514120367681	0.623029494165938	0.00451537379825751	237	2.448785279659e-05	TRUE
Disease_outcome	HC951	TTE nonrheumatic aortic valve disorders	binomial	0.546604792857019	0.718229182338867	0.721280736931093	0.00305155459222617	36	2.48065129375848e-05	TRUE
Health_and_medical_history	INI2217	Age started wearing glasses or contact lenses	gaussian	0.024253811868303	0.0327682620769627	0.0564810478087708	0.0237127857318082	8870	2.76221547896541e-05	FALSE
Disease_outcome	HC1034	TTE emphysema	binomial	0.556852129242044	0.698024683731852	0.70237918508994	0.00435450135808824	42	2.77879232595379e-05	FALSE
Disease_outcome	HC1162	TTE lichen planus	binomial	0.55500203817757	0.60731291974924	0.613447448179944	0.00613452843070417	3	2.81446786025682e-05	FALSE
Arterial_stiffness	INI4194	Pulse rate	gaussian	0.0329953431689046	0.0128118284685554	0.0455775575411777	0.0327657290726223	4117	2.84497283764322e-05	FALSE
Health_and_medical_history	INI2976	Age diabetes diagnosed	gaussian	0.0392299825780015	0.257409126158031	0.280477258954809	0.0230681327967787	26	2.98365647887711e-05	FALSE
T1_structural_brain_MRI	INI25905	Vol. of grey matter in Crus II Cerebellum (R)	gaussian	0.0403697347909143	0.107554367060428	0.14675843917585	0.039204072115422	2510	3.30277926725098e-05	FALSE
Eye_measures	INI5263	Intra-ocular pressure, Goldmann-correlated (L)	gaussian	0.0440268093083634	0.00901283205627788	0.0523875950489129	0.043374762992635	3513	3.36315308854188e-05	FALSE
T1_structural_brain_MRI	INI25004	Vol. of ventricular cerebrospinal fluid	gaussian	0.0148178765935916	0.269997255248177	0.286668262253717	0.0166710070055404	772	3.58328387028447e-05	FALSE
Blood_assays	INI30220	Basophill %	gaussian	0.0150380601681991	0.00191361079061114	0.0167776502734482	0.014864039482837	3205	4.46193632929369e-05	FALSE
Disease_outcome	HC197	Clotting disorder/excessive bleeding	binomial	0.594291619496096	0.517003536451204	0.592526435777034	0.0755228993258293	121	5.24481702081442e-05	FALSE
Lifestyle_and_environment	INI3456	# of cigarettes currently smoked daily (current cigarette smokers)	gaussian	0.00532499824698766	0.0406827792610725	0.0448511692976683	0.00416839003659582	9	5.65839934248086e-05	FALSE
Disease_outcome	HC1096	TTE umbilical hernia	binomial	0.537347724405863	0.642795202232787	0.649886994282777	0.00709179204999022	57	6.26804198281532e-05	FALSE
cancer	cancer1035	Bladder cancer	binomial	0.553243962368742	0.755783611859046	0.757583266424047	0.00179965456500142	5	6.41756434295028e-05	FALSE
Blood_assays	INI23005	ZEBRA antigen for Epstein-Barr Virus	gaussian	0.0390928537900861	0.0204207281533615	0.0605078764820189	0.0400871483286574	158	6.81995930447108e-05	FALSE
T1_structural_brain_MRI	INI25913	Vol. of grey matter in Vermis VIIIb Cerebellum	gaussian	0.0388313426943169	0.0624526668697842	0.0997083384178319	0.0372556715480477	1916	9.08547242379614e-05	FALSE
Eye_measures	INI5254	Intra-ocular pressure, corneal-compensated (R)	gaussian	0.0166266063371581	0.0203669539177675	0.0369586469610673	0.0165916930432999	1563	0.000101764022569655	FALSE
T1_structural_brain_MRI	INI25906	Vol. of grey matter in VIIb Cerebellum (L)	gaussian	0.0192670342291069	0.0979432280692856	0.116382051691131	0.0184388236218455	649	0.000106091605589037	FALSE
Health_and_medical_history	INI3786	Age asthma diagnosed	gaussian	0.0271393341073795	0.130980978584619	0.156201870096928	0.0252208915123088	922	0.000110442376419649	FALSE
Eye_measures	INI5158	6mm asymmetry index (R)	gaussian	0.00148241598435003	0.00341912884504954	0.00466106992893676	0.00124194108388721	328	0.000110473233401703	FALSE
Disease_outcome	HC1585	AD vascular dementia	binomial	0.611223805093101	0.823365947569587	0.830631977128531	0.0072660295589434	23	0.000110671474617738	FALSE
Health_and_medical_history	BIN_FC12006155	Vitamin B9 vs multivitamin	binomial	0.524912437728534	0.53960826018981	0.544724629793189	0.0051163696033798	27	0.000120791177646971	FALSE
Blood_assays	INI30680	Calcium	gaussian	0.0669841664911647	0.0106570574005095	0.0770651868235305	0.066408129423021	9089	0.000121135515033249	FALSE
Disease_outcome	HC620	TTE other anaemias	binomial	0.518606087476653	0.587240857955553	0.588860811013136	0.00161995305758311	13	0.000132676049241783	FALSE
Disease_outcome	HC259	Aortic stenosis	binomial	0.548481919289972	0.745082820441597	0.747712140438587	0.00262931999699001	13	0.000150730365466465	FALSE
Disease_outcome	HC434	Macular degeneration	binomial	0.601222880463067	0.649148715549022	0.671207973161162	0.0220592576121399	6	0.000159386089219872	FALSE
T1_structural_brain_MRI	INI25910	Vol. of grey matter in Vermis VIIIa Cerebellum	gaussian	0.0345942018243312	0.0848944291989763	0.116046663446176	0.0311522342471995	776	0.000164378281899838	FALSE
Work_environment	BIN22133	Doctor diagnosed sarcoidosis	binomial	0.630805563597619	0.558812023131628	0.641530309206309	0.0827182860746807	23	0.000165805923396582	FALSE
Health_and_medical_history	BIN_FC10006179	Zinc supplements	binomial	0.521233163585212	0.582658781401491	0.584612666987558	0.00195388558606691	480	0.000191826698622923	FALSE
Disease_outcome	HC1334	TTE benign mammary dysplasia	binomial	0.524507122798362	0.755405286523241	0.758453497683116	0.00304821115987519	138	0.00019571176279181	FALSE
Family_history	FH1001	Lung cancer (FH)	binomial	0.510472040715735	0.579830786933723	0.580277637605124	0.000446850671400822	312	0.000206244245742286	FALSE
T2-weighted_brain_MRI	INI25781	Total vol. of white matter hyperintensities (from T1 and T2 FLAIR images)	gaussian	0.00372713821361978	0.12470344234735	0.128352982256007	0.00364953990865752	355	0.000209382916491421	FALSE
Urine_assays	INI30530	Sodium in urine	gaussian	7.43444314969412e-05	0.0721688351347592	0.0722681101180551	9.92749832959688e-05	4	0.00022931925457782	FALSE
Family_history	BIN_FC10001797	Father still alive	binomial	0.507043969972426	0.84021654667132	0.840284415088435	6.78684171149246e-05	4	0.000235616196370014	FALSE
Eye_measures	INI5133	6mm strong meridian (R)	gaussian	0.165373501823425	0.0539562897324508	0.22081084909949	0.166854559367039	9219	0.000253078595485089	FALSE
T1_structural_brain_MRI	INI25025	Vol. of brain stem + 4th ventricle	gaussian	0.0287375373263878	0.209215525325884	0.2351190820138	0.0259035566879152	1183	0.000267339767885499	FALSE
Disease_outcome	HC900	TTE otitis externa	binomial	0.51935410086057	0.549490917108209	0.553575513834336	0.00408459672612693	65	0.00026970374007919	FALSE
Disease_outcome	HC285	Other joint disorder	binomial	0.512014311253123	0.55348536142535	0.554029943875374	0.000544582450023978	1	0.000283206638988931	FALSE
Disease_outcome	HC1575	AD STEMI	binomial	0.536226713530285	0.743925635489456	0.746529537029805	0.00260390154034884	58	0.000289184453205175	FALSE
Blood_assays	INI23022	HTLV-1 gag antigen for Human T-Lymphotropic Virus 1	gaussian	0.0175331676993155	0.0197652992537895	0.0362109552973489	0.0164456560435594	66	0.000298515457992381	FALSE
T1_structural_brain_MRI	INI25796	Vol. of grey matter in Temporal Pole (L)	gaussian	0.00654189338351502	0.19807219827731	0.20423768700596	0.00616548872865075	1200	0.000364371476716421	FALSE
Eye_measures	INI5098	6mm weak meridian (R)	gaussian	0.167785672478291	0.0521133634635979	0.222365560629956	0.170252197166358	8730	0.000394365730406167	FALSE
Mental_health	INI20453	Ever taken cannabis	gaussian	0.00117015083009563	0.0674564700670251	0.0686921252894698	0.00123565522244468	819	0.000414037995979535	FALSE
Disease_outcome	HC28	Bronchiectasis	binomial	0.541801116385155	0.667712788656042	0.671988941438396	0.00427615278235394	62	0.000454277951368943	FALSE
Medical_conditions	INI87	Non-cancer illness year/age first occurred	gaussian	0.000854074073926697	0.00544880471083144	0.00630185238514818	0.000853047674316737	273	0.000455438328207804	FALSE
Disease_outcome	HC419	Otosclerosis	binomial	0.616733804780186	0.552062713143284	0.6198426046607	0.0677798915174155	141	0.000467448688448615	FALSE
Disease_outcome	HC357	Duodenal ulcer	binomial	0.542215116722338	0.662071900744124	0.664270500334592	0.00219859959046809	17	0.00051272292433004	FALSE
Disease_outcome	HC103	Thyroid goitre	binomial	0.5854888910127	0.67629196604862	0.701572729398226	0.0252807633496063	24	0.000517631448421941	FALSE
Work_environment	INI22146	Age hayfever or allergic rhinitis diagnosed by doctor	gaussian	0.00511241124303964	0.0770491162752424	0.0830792901015102	0.00603017382626785	255	0.000522371152787131	FALSE
T1_structural_brain_MRI	INI25903	Vol. of grey matter in Crus II Cerebellum (L)	gaussian	0.0360903842936242	0.0991977329178949	0.134089154369426	0.0348914214515315	1913	0.000572611715218042	FALSE
Blood_assays	INI23002	GE / gI antigen for Varicella Zoster Virus	gaussian	0.0244236415577069	0.0121240717967572	0.0268529755381956	0.0147289037414384	5	0.000633026532159254	FALSE
T1_structural_brain_MRI	INI25797	Vol. of grey matter in Temporal Pole (R)	gaussian	0.00865601969906762	0.177194353834032	0.185828547653829	0.00863419381979713	1025	0.000648494360022636	FALSE
Disease_outcome	HC646	TTE thyroiditis	binomial	0.570687277170329	0.658722913591447	0.686069605627652	0.027346692036205	195	0.000694732314188379	FALSE
Disease_outcome	HC1257	TTE other disorders of synovium and tendon	binomial	0.524938518049209	0.572154594555761	0.574966115557358	0.00281152100159765	40	0.000729649210003823	FALSE
T1_structural_brain_MRI	INI25849	Vol. of grey matter in Parahippocampal Gyrus, anterior division (R)	gaussian	0.0101644106577599	0.204397537119516	0.214440638712959	0.0100431015934435	1250	0.00076063453888798	FALSE
T1_structural_brain_MRI	INI25785	Vol. of grey matter in Insular Cortex (R)	gaussian	0.0208720764424245	0.177897681980388	0.198185203293731	0.0202875213133431	1365	0.000769231610456884	FALSE
T1_structural_brain_MRI	INI25018	Vol. of pallidum (R)	gaussian	0.018507198817635	0.119067534594988	0.133435893462404	0.0143683588674159	303	0.000884524398941126	FALSE
T1_structural_brain_MRI	INI25010	Vol. of brain, grey+white matter	gaussian	0.0370426951489558	0.354851642379244	0.385192095315235	0.0303404529359915	1871	0.000944304205985468	FALSE
ECG_at_rest,_12-lead	INI22330	PQ interval	gaussian	0.024878454351895	0.0561708501268049	0.079890920555196	0.0237200704283911	391	0.000961482927572994	FALSE
T1_structural_brain_MRI	INI25008	Vol. of white matter	gaussian	0.0343685284200648	0.336287055936445	0.362673171792239	0.0263861158557939	1328	0.00113171066081437	FALSE
Family_history	FH1286	Severe depression (FH)	binomial	0.510372515930053	0.553481562281348	0.553612496804112	0.000130934522763915	2	0.00114223732183408	FALSE
Disease_outcome	HC274	Umbilical hernia	binomial	0.532297713137923	0.651616736442162	0.657465992304473	0.005849255862311	30	0.00114522324899756	FALSE
Eye_measures	INI5257	Corneal resistance factor (R)	gaussian	0.0625569428211314	0.00652079588122591	0.069145373925685	0.0626245780444591	3941	0.00119082932995421	FALSE
Disease_outcome	HC1121	TTE fibrosis and cirrhosis of liver	binomial	0.552535504350576	0.589458617687709	0.598411796905336	0.00895317921762795	10	0.00126448334708115	FALSE
Biomarkers	INI10030750	HbA1c	gaussian	0.106200287128662	6.71913778082782e-06	0.106208316040642	0.106201596902861	13615	0.00138980877536455	FALSE
Disease_outcome	HC352	Systemic lupus erythematosis/sle	binomial	0.580448385034515	0.694316455668138	0.720491209354386	0.0261747536862487	32	0.0014291109135027	FALSE
Eye_measures	INI5265	Corneal resistance factor (L)	gaussian	0.054875893030927	0.00378220655707006	0.0578382595954913	0.0540560530384213	2390	0.00152746553633648	FALSE
T1_structural_brain_MRI	INI25846	Vol. of grey matter in Frontal Orbital Cortex (L)	gaussian	0.0112762344891645	0.224692730978012	0.23591034506905	0.0112176140910378	826	0.00162005588429294	FALSE
cancer	cancer1037	Female genital tract cancer	binomial	0.526466136203424	0.746522619369017	0.752370301699155	0.00584768233013844	106	0.00165210718654261	FALSE
Disease_outcome	HC1112	TTE other diseases of intestine	binomial	0.537889626815404	0.616741765505505	0.620749269623385	0.00400750411787987	90	0.00171881217530787	FALSE
Eye_measures	INI5107	3mm strong meridian angle (R)	gaussian	3.78579786446046e-05	0.00334870819435612	0.00335835445455919	9.6462602030673e-06	1	0.00174688941316796	FALSE
T1_structural_brain_MRI	INI25866	Vol. of grey matter in Parietal Operculum Cortex (L)	gaussian	0.00298374619218362	0.139058213290219	0.14212473693585	0.00306652364563093	605	0.00175163058857114	FALSE
Eye_measures	BIN5324	Ever had cataract surgery	binomial	0.534735308511415	0.753621191069506	0.758652888796385	0.00503169772687895	271	0.00184242586286999	FALSE
Mental_health	BIN_FC10020487	Never felt hated by family member as a child	binomial	0.531648977689938	0.562423874531756	0.563807109455052	0.00138323492329506	3	0.00198299194138927	FALSE
T1_structural_brain_MRI	INI25810	Vol. of grey matter in Inferior Temporal Gyrus, posterior division (L)	gaussian	0.00566441439915878	0.112252941488205	0.116737905598922	0.00448496411071772	288	0.00209142609973339	FALSE
Blood_assays	INI30280	Immature reticulocyte fraction	gaussian	0.0906328502798629	0.00877661237900054	0.0991104031399383	0.0903337907609377	10871	0.00215515182141671	FALSE
T1_structural_brain_MRI	INI25784	Vol. of grey matter in Insular Cortex (L)	gaussian	0.0264081762097567	0.18306886087874	0.208098857529932	0.0250299966511924	1554	0.0021705394871375	FALSE
T1_structural_brain_MRI	INI25002	Vol. of peripheral cortical grey matter	gaussian	0.0276662349286173	0.323637596014327	0.350182389094596	0.026544793080269	1920	0.00224629886158956	FALSE
Disease_outcome	HC380	Fracture ulna	binomial	0.546467432096269	0.547437221213953	0.557515743970471	0.010078522756518	26	0.00228178248890276	FALSE
Health_and_medical_history	BIN_FC11006179	Iron supplements	binomial	0.519665613109557	0.602202716440299	0.602971375574151	0.000768659133851379	4	0.00228944703702501	FALSE
T1_structural_brain_MRI	INI25890	Vol. of grey matter in Ventral Striatum (L)	gaussian	0.0507433767628366	0.179751897339869	0.222307363607618	0.0425554662677488	687	0.00234129685377108	FALSE
Lifestyle_and_environment	QT_FC10003476	Difficulty not smoking for 1 day	gaussian	0.00561189465059114	0.00239861835557122	0.00451733213039056	0.00211871377481934	1	0.00235648945021878	FALSE
T1_structural_brain_MRI	INI25869	Vol. of grey matter in Planum Polare (R)	gaussian	0.0130642626466663	0.163968193964381	0.177498575328433	0.0135303813640516	989	0.00257083063341044	FALSE
T1_structural_brain_MRI	INI25006	Vol. of grey matter	gaussian	0.0258397868982611	0.338110911850691	0.362433844268776	0.0243229324180855	2061	0.00258117411192029	FALSE
Eye_measures	INI5256	Corneal hysteresis (R)	gaussian	0.037742393693397	0.0194801944352428	0.0569786816367913	0.0374984872015485	2500	0.00261757674902247	FALSE
T1_structural_brain_MRI	INI25912	Vol. of grey matter in VIIIb Cerebellum (L)	gaussian	0.0183152689479753	0.0770666169763904	0.0945610290018165	0.0174944120254261	819	0.0026579733211247	FALSE
Susceptibility_weighted_brain_MRI	INI25029	Median T2star in caudate (R)	gaussian	0.0822725163115518	0.0264086756350648	0.103874095370725	0.07746541973566	930	0.00276431928148283	FALSE
Diffusion_brain_MRI	INI25627	WA L3 in tract cingulate gyrus part of cingulum (L)	gaussian	0.011161715422885	0.0513530241146494	0.061057557593902	0.00970453347925253	1611	0.00298841481561055	FALSE
