#GBE_category,GBE_ID,N,N_GBE,N_NBW,N_AFR,N_SAS,N_EAS,N_SMR,N_OTH,N_META,GBE_NAME,GBE_short_name,GBE_short_name_len
Diffusion_brain_MRI,INI25349,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ICVF_in_fornix_on_FA_skeleton,Mean ICVF in fornix on FA skeleton,34
Diffusion_brain_MRI,INI25350,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ICVF_in_corticospinal_tract_on_FA_skeleton_(right),Mean ICVF in corticospinal tract on FA skeleton (R),51
Diffusion_brain_MRI,INI25351,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ICVF_in_corticospinal_tract_on_FA_skeleton_(left),Mean ICVF in corticospinal tract on FA skeleton (L),51
Diffusion_brain_MRI,INI25352,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ICVF_in_medial_lemniscus_on_FA_skeleton_(right),Mean ICVF in medial lemniscus on FA skeleton (R),48
Diffusion_brain_MRI,INI25353,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ICVF_in_medial_lemniscus_on_FA_skeleton_(left),Mean ICVF in medial lemniscus on FA skeleton (L),48
Diffusion_brain_MRI,INI25354,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ICVF_in_inferior_cerebellar_peduncle_on_FA_skeleton_(right),Mean ICVF in inferior cerebellar peduncle on FA skeleton (R),60
Diffusion_brain_MRI,INI25355,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ICVF_in_inferior_cerebellar_peduncle_on_FA_skeleton_(left),Mean ICVF in inferior cerebellar peduncle on FA skeleton (L),60
Diffusion_brain_MRI,INI25356,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ICVF_in_superior_cerebellar_peduncle_on_FA_skeleton_(right),Mean ICVF in superior cerebellar peduncle on FA skeleton (R),60
Diffusion_brain_MRI,INI25357,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ICVF_in_superior_cerebellar_peduncle_on_FA_skeleton_(left),Mean ICVF in superior cerebellar peduncle on FA skeleton (L),60
Diffusion_brain_MRI,INI25358,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ICVF_in_cerebral_peduncle_on_FA_skeleton_(right),Mean ICVF in cerebral peduncle on FA skeleton (R),49
Diffusion_brain_MRI,INI25359,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ICVF_in_cerebral_peduncle_on_FA_skeleton_(left),Mean ICVF in cerebral peduncle on FA skeleton (L),49
Diffusion_brain_MRI,INI25360,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ICVF_in_anterior_limb_of_internal_capsule_on_FA_skeleton_(right),Mean ICVF in anterior limb of internal capsule on FA skeleton (R),65
Diffusion_brain_MRI,INI25361,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ICVF_in_anterior_limb_of_internal_capsule_on_FA_skeleton_(left),Mean ICVF in anterior limb of internal capsule on FA skeleton (L),65
Diffusion_brain_MRI,INI25362,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ICVF_in_posterior_limb_of_internal_capsule_on_FA_skeleton_(right),Mean ICVF in posterior limb of internal capsule on FA skeleton (R),66
Diffusion_brain_MRI,INI25363,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ICVF_in_posterior_limb_of_internal_capsule_on_FA_skeleton_(left),Mean ICVF in posterior limb of internal capsule on FA skeleton (L),66
Diffusion_brain_MRI,INI25364,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ICVF_in_retrolenticular_part_of_internal_capsule_on_FA_skeleton_(right),Mean ICVF in retrolenticular part of internal capsule on FA skeleton (R),72
Diffusion_brain_MRI,INI25365,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ICVF_in_retrolenticular_part_of_internal_capsule_on_FA_skeleton_(left),Mean ICVF in retrolenticular part of internal capsule on FA skeleton (L),72
Diffusion_brain_MRI,INI25366,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ICVF_in_anterior_corona_radiata_on_FA_skeleton_(right),Mean ICVF in anterior corona radiata on FA skeleton (R),55
Diffusion_brain_MRI,INI25367,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ICVF_in_anterior_corona_radiata_on_FA_skeleton_(left),Mean ICVF in anterior corona radiata on FA skeleton (L),55
Diffusion_brain_MRI,INI25368,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ICVF_in_superior_corona_radiata_on_FA_skeleton_(right),Mean ICVF in superior corona radiata on FA skeleton (R),55
Diffusion_brain_MRI,INI25369,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ICVF_in_superior_corona_radiata_on_FA_skeleton_(left),Mean ICVF in superior corona radiata on FA skeleton (L),55
Diffusion_brain_MRI,INI25370,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ICVF_in_posterior_corona_radiata_on_FA_skeleton_(right),Mean ICVF in posterior corona radiata on FA skeleton (R),56
Diffusion_brain_MRI,INI25371,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ICVF_in_posterior_corona_radiata_on_FA_skeleton_(left),Mean ICVF in posterior corona radiata on FA skeleton (L),56
Diffusion_brain_MRI,INI25372,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ICVF_in_posterior_thalamic_radiation_on_FA_skeleton_(right),Mean ICVF in posterior thalamic radiation on FA skeleton (R),60
Diffusion_brain_MRI,INI25373,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ICVF_in_posterior_thalamic_radiation_on_FA_skeleton_(left),Mean ICVF in posterior thalamic radiation on FA skeleton (L),60
Diffusion_brain_MRI,INI25374,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ICVF_in_sagittal_stratum_on_FA_skeleton_(right),Mean ICVF in sagittal stratum on FA skeleton (R),48
Diffusion_brain_MRI,INI25375,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ICVF_in_sagittal_stratum_on_FA_skeleton_(left),Mean ICVF in sagittal stratum on FA skeleton (L),48
Diffusion_brain_MRI,INI25376,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ICVF_in_external_capsule_on_FA_skeleton_(right),Mean ICVF in external capsule on FA skeleton (R),48
Diffusion_brain_MRI,INI25377,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ICVF_in_external_capsule_on_FA_skeleton_(left),Mean ICVF in external capsule on FA skeleton (L),48
Diffusion_brain_MRI,INI25378,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ICVF_in_cingulum_cingulate_gyrus_on_FA_skeleton_(right),Mean ICVF in cingulum cingulate gyrus on FA skeleton (R),56
Diffusion_brain_MRI,INI25379,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ICVF_in_cingulum_cingulate_gyrus_on_FA_skeleton_(left),Mean ICVF in cingulum cingulate gyrus on FA skeleton (L),56
Diffusion_brain_MRI,INI25380,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ICVF_in_cingulum_hippocampus_on_FA_skeleton_(right),Mean ICVF in cingulum hippocampus on FA skeleton (R),52
Diffusion_brain_MRI,INI25381,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ICVF_in_cingulum_hippocampus_on_FA_skeleton_(left),Mean ICVF in cingulum hippocampus on FA skeleton (L),52
Diffusion_brain_MRI,INI25382,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ICVF_in_fornix_cres+stria_terminalis_on_FA_skeleton_(right),Mean ICVF in fornix cres+stria terminalis on FA skeleton (R),60
Diffusion_brain_MRI,INI25383,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ICVF_in_fornix_cres+stria_terminalis_on_FA_skeleton_(left),Mean ICVF in fornix cres+stria terminalis on FA skeleton (L),60
Diffusion_brain_MRI,INI25384,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ICVF_in_superior_longitudinal_fasciculus_on_FA_skeleton_(right),Mean ICVF in superior longitudinal fasciculus on FA skeleton (R),64
Diffusion_brain_MRI,INI25385,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ICVF_in_superior_longitudinal_fasciculus_on_FA_skeleton_(left),Mean ICVF in superior longitudinal fasciculus on FA skeleton (L),64
Diffusion_brain_MRI,INI25386,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ICVF_in_superior_fronto-occipital_fasciculus_on_FA_skeleton_(right),Mean ICVF in superior fronto-occipital fasciculus on FA skeleton (R),68
Diffusion_brain_MRI,INI25387,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ICVF_in_superior_fronto-occipital_fasciculus_on_FA_skeleton_(left),Mean ICVF in superior fronto-occipital fasciculus on FA skeleton (L),68
Diffusion_brain_MRI,INI25388,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ICVF_in_uncinate_fasciculus_on_FA_skeleton_(right),Mean ICVF in uncinate fasciculus on FA skeleton (R),51
Diffusion_brain_MRI,INI25389,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ICVF_in_uncinate_fasciculus_on_FA_skeleton_(left),Mean ICVF in uncinate fasciculus on FA skeleton (L),51
Diffusion_brain_MRI,INI25391,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ICVF_in_tapetum_on_FA_skeleton_(left),Mean ICVF in tapetum on FA skeleton (L),39
Diffusion_brain_MRI,INI25440,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ISOVF_in_middle_cerebellar_peduncle_on_FA_skeleton,Mean ISOVF in middle cerebellar peduncle on FA skeleton,55
Diffusion_brain_MRI,INI25441,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ISOVF_in_pontine_crossing_tract_on_FA_skeleton,Mean ISOVF in pontine crossing tract on FA skeleton,51
Diffusion_brain_MRI,INI25443,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ISOVF_in_body_of_corpus_callosum_on_FA_skeleton,Mean ISOVF in body of corpus callosum on FA skeleton,52
Diffusion_brain_MRI,INI25445,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ISOVF_in_fornix_on_FA_skeleton,Mean ISOVF in fornix on FA skeleton,35
Diffusion_brain_MRI,INI25446,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ISOVF_in_corticospinal_tract_on_FA_skeleton_(right),Mean ISOVF in corticospinal tract on FA skeleton (R),52
Diffusion_brain_MRI,INI25447,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ISOVF_in_corticospinal_tract_on_FA_skeleton_(left),Mean ISOVF in corticospinal tract on FA skeleton (L),52
Diffusion_brain_MRI,INI25451,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ISOVF_in_inferior_cerebellar_peduncle_on_FA_skeleton_(left),Mean ISOVF in inferior cerebellar peduncle on FA skeleton (L),61
Diffusion_brain_MRI,INI25452,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ISOVF_in_superior_cerebellar_peduncle_on_FA_skeleton_(right),Mean ISOVF in superior cerebellar peduncle on FA skeleton (R),61
Diffusion_brain_MRI,INI25453,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ISOVF_in_superior_cerebellar_peduncle_on_FA_skeleton_(left),Mean ISOVF in superior cerebellar peduncle on FA skeleton (L),61
Diffusion_brain_MRI,INI25457,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ISOVF_in_anterior_limb_of_internal_capsule_on_FA_skeleton_(left),Mean ISOVF in anterior limb of internal capsule on FA skeleton (L),66
Diffusion_brain_MRI,INI25458,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ISOVF_in_posterior_limb_of_internal_capsule_on_FA_skeleton_(right),Mean ISOVF in posterior limb of internal capsule on FA skeleton (R),67
Diffusion_brain_MRI,INI25460,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ISOVF_in_retrolenticular_part_of_internal_capsule_on_FA_skeleton_(right),Mean ISOVF in retrolenticular part of internal capsule on FA skeleton (R),73
Diffusion_brain_MRI,INI25461,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ISOVF_in_retrolenticular_part_of_internal_capsule_on_FA_skeleton_(left),Mean ISOVF in retrolenticular part of internal capsule on FA skeleton (L),73
Diffusion_brain_MRI,INI25462,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ISOVF_in_anterior_corona_radiata_on_FA_skeleton_(right),Mean ISOVF in anterior corona radiata on FA skeleton (R),56
Diffusion_brain_MRI,INI25463,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ISOVF_in_anterior_corona_radiata_on_FA_skeleton_(left),Mean ISOVF in anterior corona radiata on FA skeleton (L),56
Diffusion_brain_MRI,INI25464,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ISOVF_in_superior_corona_radiata_on_FA_skeleton_(right),Mean ISOVF in superior corona radiata on FA skeleton (R),56
Diffusion_brain_MRI,INI25465,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ISOVF_in_superior_corona_radiata_on_FA_skeleton_(left),Mean ISOVF in superior corona radiata on FA skeleton (L),56
Diffusion_brain_MRI,INI25467,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ISOVF_in_posterior_corona_radiata_on_FA_skeleton_(left),Mean ISOVF in posterior corona radiata on FA skeleton (L),57
Diffusion_brain_MRI,INI25469,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ISOVF_in_posterior_thalamic_radiation_on_FA_skeleton_(left),Mean ISOVF in posterior thalamic radiation on FA skeleton (L),61
Diffusion_brain_MRI,INI25470,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ISOVF_in_sagittal_stratum_on_FA_skeleton_(right),Mean ISOVF in sagittal stratum on FA skeleton (R),49
Diffusion_brain_MRI,INI25471,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ISOVF_in_sagittal_stratum_on_FA_skeleton_(left),Mean ISOVF in sagittal stratum on FA skeleton (L),49
Diffusion_brain_MRI,INI25473,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ISOVF_in_external_capsule_on_FA_skeleton_(left),Mean ISOVF in external capsule on FA skeleton (L),49
Diffusion_brain_MRI,INI25474,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ISOVF_in_cingulum_cingulate_gyrus_on_FA_skeleton_(right),Mean ISOVF in cingulum cingulate gyrus on FA skeleton (R),57
Diffusion_brain_MRI,INI25475,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ISOVF_in_cingulum_cingulate_gyrus_on_FA_skeleton_(left),Mean ISOVF in cingulum cingulate gyrus on FA skeleton (L),57
Diffusion_brain_MRI,INI25482,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ISOVF_in_superior_fronto-occipital_fasciculus_on_FA_skeleton_(right),Mean ISOVF in superior fronto-occipital fasciculus on FA skeleton (R),69
Diffusion_brain_MRI,INI25483,37517,26201,1651,182,301,86,3428,1858,33707,Mean_ISOVF_in_superior_fronto-occipital_fasciculus_on_FA_skeleton_(left),Mean ISOVF in superior fronto-occipital fasciculus on FA skeleton (L),69
Diffusion_brain_MRI,INI25488,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_FA_in_tract_acoustic_radiation_(left),WA FA in tract acoustic radiation (L),37
Diffusion_brain_MRI,INI25489,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_FA_in_tract_acoustic_radiation_(right),WA FA in tract acoustic radiation (R),37
Diffusion_brain_MRI,INI25490,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_FA_in_tract_anterior_thalamic_radiation_(left),WA FA in tract anterior thalamic radiation (L),46
Diffusion_brain_MRI,INI25491,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_FA_in_tract_anterior_thalamic_radiation_(right),WA FA in tract anterior thalamic radiation (R),46
Diffusion_brain_MRI,INI25492,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_FA_in_tract_cingulate_gyrus_part_of_cingulum_(left),WA FA in tract cingulate gyrus part of cingulum (L),51
Diffusion_brain_MRI,INI25493,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_FA_in_tract_cingulate_gyrus_part_of_cingulum_(right),WA FA in tract cingulate gyrus part of cingulum (R),51
Diffusion_brain_MRI,INI25495,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_FA_in_tract_parahippocampal_part_of_cingulum_(right),WA FA in tract parahippocampal part of cingulum (R),51
Diffusion_brain_MRI,INI25497,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_FA_in_tract_corticospinal_tract_(right),WA FA in tract corticospinal tract (R),38
Diffusion_brain_MRI,INI25498,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_FA_in_tract_forceps_major,WA FA in tract forceps major,28
Diffusion_brain_MRI,INI25499,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_FA_in_tract_forceps_minor,WA FA in tract forceps minor,28
Diffusion_brain_MRI,INI25500,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_FA_in_tract_inferior_fronto-occipital_fasciculus_(left),WA FA in tract inferior fronto-occipital fasciculus (L),55
Diffusion_brain_MRI,INI25501,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_FA_in_tract_inferior_fronto-occipital_fasciculus_(right),WA FA in tract inferior fronto-occipital fasciculus (R),55
Diffusion_brain_MRI,INI25502,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_FA_in_tract_inferior_longitudinal_fasciculus_(left),WA FA in tract inferior longitudinal fasciculus (L),51
Diffusion_brain_MRI,INI25503,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_FA_in_tract_inferior_longitudinal_fasciculus_(right),WA FA in tract inferior longitudinal fasciculus (R),51
Diffusion_brain_MRI,INI25506,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_FA_in_tract_medial_lemniscus_(right),WA FA in tract medial lemniscus (R),35
Diffusion_brain_MRI,INI25507,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_FA_in_tract_posterior_thalamic_radiation_(left),WA FA in tract posterior thalamic radiation (L),47
Diffusion_brain_MRI,INI25508,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_FA_in_tract_posterior_thalamic_radiation_(right),WA FA in tract posterior thalamic radiation (R),47
Diffusion_brain_MRI,INI25509,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_FA_in_tract_superior_longitudinal_fasciculus_(left),WA FA in tract superior longitudinal fasciculus (L),51
Diffusion_brain_MRI,INI25511,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_FA_in_tract_superior_thalamic_radiation_(left),WA FA in tract superior thalamic radiation (L),46
Diffusion_brain_MRI,INI25512,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_FA_in_tract_superior_thalamic_radiation_(right),WA FA in tract superior thalamic radiation (R),46
Diffusion_brain_MRI,INI25513,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_FA_in_tract_uncinate_fasciculus_(left),WA FA in tract uncinate fasciculus (L),38
Diffusion_brain_MRI,INI25514,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_FA_in_tract_uncinate_fasciculus_(right),WA FA in tract uncinate fasciculus (R),38
Diffusion_brain_MRI,INI25515,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_MD_in_tract_acoustic_radiation_(left),WA MD in tract acoustic radiation (L),37
Diffusion_brain_MRI,INI25516,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_MD_in_tract_acoustic_radiation_(right),WA MD in tract acoustic radiation (R),37
Diffusion_brain_MRI,INI25517,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_MD_in_tract_anterior_thalamic_radiation_(left),WA MD in tract anterior thalamic radiation (L),46
Diffusion_brain_MRI,INI25519,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_MD_in_tract_cingulate_gyrus_part_of_cingulum_(left),WA MD in tract cingulate gyrus part of cingulum (L),51
Diffusion_brain_MRI,INI25520,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_MD_in_tract_cingulate_gyrus_part_of_cingulum_(right),WA MD in tract cingulate gyrus part of cingulum (R),51
Diffusion_brain_MRI,INI25521,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_MD_in_tract_parahippocampal_part_of_cingulum_(left),WA MD in tract parahippocampal part of cingulum (L),51
Diffusion_brain_MRI,INI25523,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_MD_in_tract_corticospinal_tract_(left),WA MD in tract corticospinal tract (L),38
Diffusion_brain_MRI,INI25524,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_MD_in_tract_corticospinal_tract_(right),WA MD in tract corticospinal tract (R),38
Diffusion_brain_MRI,INI25525,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_MD_in_tract_forceps_major,WA MD in tract forceps major,28
Diffusion_brain_MRI,INI25526,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_MD_in_tract_forceps_minor,WA MD in tract forceps minor,28
Diffusion_brain_MRI,INI25527,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_MD_in_tract_inferior_fronto-occipital_fasciculus_(left),WA MD in tract inferior fronto-occipital fasciculus (L),55
Diffusion_brain_MRI,INI25528,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_MD_in_tract_inferior_fronto-occipital_fasciculus_(right),WA MD in tract inferior fronto-occipital fasciculus (R),55
Diffusion_brain_MRI,INI25529,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_MD_in_tract_inferior_longitudinal_fasciculus_(left),WA MD in tract inferior longitudinal fasciculus (L),51
Diffusion_brain_MRI,INI25530,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_MD_in_tract_inferior_longitudinal_fasciculus_(right),WA MD in tract inferior longitudinal fasciculus (R),51
Diffusion_brain_MRI,INI25531,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_MD_in_tract_middle_cerebellar_peduncle,WA MD in tract middle cerebellar peduncle,41
Diffusion_brain_MRI,INI25533,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_MD_in_tract_medial_lemniscus_(right),WA MD in tract medial lemniscus (R),35
Diffusion_brain_MRI,INI25536,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_MD_in_tract_superior_longitudinal_fasciculus_(left),WA MD in tract superior longitudinal fasciculus (L),51
Diffusion_brain_MRI,INI25538,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_MD_in_tract_superior_thalamic_radiation_(left),WA MD in tract superior thalamic radiation (L),46
Diffusion_brain_MRI,INI25539,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_MD_in_tract_superior_thalamic_radiation_(right),WA MD in tract superior thalamic radiation (R),46
Diffusion_brain_MRI,INI25540,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_MD_in_tract_uncinate_fasciculus_(left),WA MD in tract uncinate fasciculus (L),38
Diffusion_brain_MRI,INI25541,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_MD_in_tract_uncinate_fasciculus_(right),WA MD in tract uncinate fasciculus (R),38
Diffusion_brain_MRI,INI25542,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_MO_in_tract_acoustic_radiation_(left),WA MO in tract acoustic radiation (L),37
Diffusion_brain_MRI,INI25543,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_MO_in_tract_acoustic_radiation_(right),WA MO in tract acoustic radiation (R),37
Diffusion_brain_MRI,INI25544,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_MO_in_tract_anterior_thalamic_radiation_(left),WA MO in tract anterior thalamic radiation (L),46
Diffusion_brain_MRI,INI25545,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_MO_in_tract_anterior_thalamic_radiation_(right),WA MO in tract anterior thalamic radiation (R),46
Diffusion_brain_MRI,INI25548,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_MO_in_tract_parahippocampal_part_of_cingulum_(left),WA MO in tract parahippocampal part of cingulum (L),51
Diffusion_brain_MRI,INI25549,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_MO_in_tract_parahippocampal_part_of_cingulum_(right),WA MO in tract parahippocampal part of cingulum (R),51
Diffusion_brain_MRI,INI25551,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_MO_in_tract_corticospinal_tract_(right),WA MO in tract corticospinal tract (R),38
Diffusion_brain_MRI,INI25553,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_MO_in_tract_forceps_minor,WA MO in tract forceps minor,28
Diffusion_brain_MRI,INI25555,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_MO_in_tract_inferior_fronto-occipital_fasciculus_(right),WA MO in tract inferior fronto-occipital fasciculus (R),55
Diffusion_brain_MRI,INI25558,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_MO_in_tract_middle_cerebellar_peduncle,WA MO in tract middle cerebellar peduncle,41
Diffusion_brain_MRI,INI25560,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_MO_in_tract_medial_lemniscus_(right),WA MO in tract medial lemniscus (R),35
Diffusion_brain_MRI,INI25561,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_MO_in_tract_posterior_thalamic_radiation_(left),WA MO in tract posterior thalamic radiation (L),47
Diffusion_brain_MRI,INI25562,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_MO_in_tract_posterior_thalamic_radiation_(right),WA MO in tract posterior thalamic radiation (R),47
Diffusion_brain_MRI,INI25563,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_MO_in_tract_superior_longitudinal_fasciculus_(left),WA MO in tract superior longitudinal fasciculus (L),51
Diffusion_brain_MRI,INI25564,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_MO_in_tract_superior_longitudinal_fasciculus_(right),WA MO in tract superior longitudinal fasciculus (R),51
Diffusion_brain_MRI,INI25566,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_MO_in_tract_superior_thalamic_radiation_(right),WA MO in tract superior thalamic radiation (R),46
Diffusion_brain_MRI,INI25570,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_L1_in_tract_acoustic_radiation_(right),WA L1 in tract acoustic radiation (R),37
Diffusion_brain_MRI,INI25571,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_L1_in_tract_anterior_thalamic_radiation_(left),WA L1 in tract anterior thalamic radiation (L),46
Diffusion_brain_MRI,INI25572,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_L1_in_tract_anterior_thalamic_radiation_(right),WA L1 in tract anterior thalamic radiation (R),46
Diffusion_brain_MRI,INI25578,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_L1_in_tract_corticospinal_tract_(right),WA L1 in tract corticospinal tract (R),38
Diffusion_brain_MRI,INI25579,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_L1_in_tract_forceps_major,WA L1 in tract forceps major,28
Diffusion_brain_MRI,INI25580,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_L1_in_tract_forceps_minor,WA L1 in tract forceps minor,28
Diffusion_brain_MRI,INI25581,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_L1_in_tract_inferior_fronto-occipital_fasciculus_(left),WA L1 in tract inferior fronto-occipital fasciculus (L),55
Diffusion_brain_MRI,INI25582,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_L1_in_tract_inferior_fronto-occipital_fasciculus_(right),WA L1 in tract inferior fronto-occipital fasciculus (R),55
Diffusion_brain_MRI,INI25583,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_L1_in_tract_inferior_longitudinal_fasciculus_(left),WA L1 in tract inferior longitudinal fasciculus (L),51
Diffusion_brain_MRI,INI25584,37517,26202,1651,182,301,86,3428,1858,33708,Weighted-mean_L1_in_tract_inferior_longitudinal_fasciculus_(right),WA L1 in tract inferior longitudinal fasciculus (R),51
