#trait	split	trait_name	R2	other_metric	covariates
GBE_INI30660	INI30660_african	Direct bilirubin	0.157693168989434		
GBE_INI30660	INI30660_test	Direct bilirubin	0.264582186826789	Diff R2 (full-covars) = 0.21431789762637	age, sex Genotype PCs
GBE_INI30660	INI30660_non_british_white	Direct bilirubin	0.269726514482972	Diff R2 (full-covars) = 0.222266498334641	age, sex Genotype PCs
GBE_INI30660	INI30660_s_asian	Direct bilirubin	0.207684425412323	Diff R2 (full-covars) = 0.148922043317106	age, sex Genotype PCs
GBE_INI30660	INI30660_e_asian	Direct bilirubin	0.112879316448105	Diff R2 (full-covars) = 0.0827164537876545	age, sex Genotype PCs
GBE_INI30660	INI30660_african	Direct bilirubin	0.210081427186162	Diff R2 (full-covars) = 0.165179459745865	age, sex Genotype PCs
GBE_INI10030660	INI10030660_test	Direct bilirubin	0.270868165495469		
GBE_INI10030660	INI10030660_non_british_white	Direct bilirubin	0.265615994354936		
GBE_INI10030660	INI10030660_s_asian	Direct bilirubin	0.221753441442045		
GBE_INI10030660	INI10030660_e_asian	Direct bilirubin	0.122538307697632		
GBE_INI10030660	INI10030660_african	Direct bilirubin	0.229998322622537		
GBE_INI10030660	INI10030660_test	Direct bilirubin	0.271886643482505	Diff R2 (full-covars) = 0.271879875502922	age, sex Genotype PCs
GBE_INI10030660	INI10030660_non_british_white	Direct bilirubin	0.265710742707253	Diff R2 (full-covars) = 0.265060724529706	age, sex Genotype PCs
GBE_INI10030660	INI10030660_s_asian	Direct bilirubin	0.226367358408601	Diff R2 (full-covars) = 0.222010939045022	age, sex Genotype PCs
GBE_INI10030660	INI10030660_e_asian	Direct bilirubin	0.131723167388166	Diff R2 (full-covars) = 0.124784040783209	age, sex Genotype PCs
GBE_INI10030660	INI10030660_african	Direct bilirubin	0.232460188292967	Diff R2 (full-covars) = 0.230065605329765	age, sex Genotype PCs
GBE_INI30840	INI30840_test	Total bilirubin	0.303222941211806		
GBE_INI30840	INI30840_non_british_white	Total bilirubin	0.304555168137028		
GBE_INI30840	INI30840_s_asian	Total bilirubin	0.254746760624318		
GBE_INI30840	INI30840_e_asian	Total bilirubin	0.163467364160876		
GBE_INI30840	INI30840_african	Total bilirubin	0.219647826517491		
GBE_INI30840	INI30840_test	Total bilirubin	0.366836191805486	Diff R2 (full-covars) = 0.304266277434129	age, sex Genotype PCs
GBE_INI30840	INI30840_non_british_white	Total bilirubin	0.357342454120796	Diff R2 (full-covars) = 0.298175505967743	age, sex Genotype PCs
GBE_INI30840	INI30840_s_asian	Total bilirubin	0.345147377536725	Diff R2 (full-covars) = 0.254836440261282	age, sex Genotype PCs
GBE_INI30840	INI30840_e_asian	Total bilirubin	0.222561803259725	Diff R2 (full-covars) = 0.159631227253676	age, sex Genotype PCs
GBE_INI30840	INI30840_african	Total bilirubin	0.281075957646267	Diff R2 (full-covars) = 0.216390283035993	age, sex Genotype PCs
GBE_INI30750	INI30750_test	Glycated haemoglobin (HbA1c)	0.0678422232470218		
GBE_INI30750	INI30750_non_british_white	Glycated haemoglobin (HbA1c)	0.0614573551616499		
GBE_INI30750	INI30750_s_asian	Glycated haemoglobin (HbA1c)	0.0399110212801456		
GBE_INI30750	INI30750_e_asian	Glycated haemoglobin (HbA1c)	0.0429102019983702		
GBE_INI30750	INI30750_african	Glycated haemoglobin (HbA1c)	0.00793892726265897		
GBE_INI30750	INI30750_test	Glycated haemoglobin (HbA1c)	0.11503435522394	Diff R2 (full-covars) = 0.0679164728497283	age, sex Genotype PCs
GBE_INI30750	INI30750_non_british_white	Glycated haemoglobin (HbA1c)	0.11800003176024	Diff R2 (full-covars) = 0.0614611676791638	age, sex Genotype PCs
GBE_INI30750	INI30750_s_asian	Glycated haemoglobin (HbA1c)	0.0854117832772162	Diff R2 (full-covars) = 0.033323919476139	age, sex Genotype PCs
GBE_INI30750	INI30750_e_asian	Glycated haemoglobin (HbA1c)	0.161716885048321	Diff R2 (full-covars) = 0.0373870009593313	age, sex Genotype PCs
GBE_INI30750	INI30750_african	Glycated haemoglobin (HbA1c)	0.0603475787041063	Diff R2 (full-covars) = 0.00692469461224544	age, sex Genotype PCs
GBE_INI30710	INI30710_test	C-reactive protein	0.0239616039816726		
GBE_INI30710	INI30710_non_british_white	C-reactive protein	0.0254850718143734		
GBE_INI30710	INI30710_s_asian	C-reactive protein	0.0317472210490741		
GBE_INI30710	INI30710_e_asian	C-reactive protein	0.0203074303624559		
GBE_INI30710	INI30710_african	C-reactive protein	0.00721620675532146		
GBE_INI30710	INI30710_test	C-reactive protein	0.0280606987018841	Diff R2 (full-covars) = 0.0238151872100376	age, sex Genotype PCs
GBE_INI30710	INI30710_non_british_white	C-reactive protein	0.0356446388084953	Diff R2 (full-covars) = 0.0251627548795898	age, sex Genotype PCs
GBE_INI30710	INI30710_s_asian	C-reactive protein	0.0526809227673318	Diff R2 (full-covars) = 0.0305159513427337	age, sex Genotype PCs
GBE_INI30710	INI30710_e_asian	C-reactive protein	0.031502581316787	Diff R2 (full-covars) = 0.0169800772934314	age, sex Genotype PCs
GBE_INI30710	INI30710_african	C-reactive protein	0.0302593631478068	Diff R2 (full-covars) = 0.00551725789908324	age, sex Genotype PCs
GBE_INI102	INI102_test	Pulse rate (AR)	0.0634619523658995		
GBE_INI102	INI102_non_british_white	Pulse rate (AR)	0.0617811263673612		
GBE_INI102	INI102_s_asian	Pulse rate (AR)	0.0430469246045909		
GBE_INI102	INI102_e_asian	Pulse rate (AR)	0.0550575953916458		
GBE_INI102	INI102_african	Pulse rate (AR)	0.0180607858730321		
GBE_INI102	INI102_test	Pulse rate (AR)	0.0738764290097298	Diff R2 (full-covars) = 0.063467533414415	age, sex Genotype PCs
GBE_INI102	INI102_non_british_white	Pulse rate (AR)	0.0665867869101731	Diff R2 (full-covars) = 0.0613992605276875	age, sex Genotype PCs
GBE_INI102	INI102_s_asian	Pulse rate (AR)	0.0558683215446008	Diff R2 (full-covars) = 0.0433737295217994	age, sex Genotype PCs
GBE_INI102	INI102_e_asian	Pulse rate (AR)	0.0631238136780293	Diff R2 (full-covars) = 0.0485683014777415	age, sex Genotype PCs
GBE_INI102	INI102_african	Pulse rate (AR)	0.0225539807279967	Diff R2 (full-covars) = 0.0173965536864574	age, sex Genotype PCs
GBE_INI30870	INI30870_test	Triglycerides	0.108698435916183		
GBE_INI30870	INI30870_non_british_white	Triglycerides	0.095160611655127		
GBE_INI30870	INI30870_s_asian	Triglycerides	0.09973536449915		
GBE_INI30870	INI30870_e_asian	Triglycerides	0.061120347370013		
GBE_INI30870	INI30870_african	Triglycerides	0.0259860704461541		
GBE_INI30870	INI30870_test	Triglycerides	0.154406064120637	Diff R2 (full-covars) = 0.10866560085893	age, sex Genotype PCs
GBE_INI30870	INI30870_non_british_white	Triglycerides	0.157304247180891	Diff R2 (full-covars) = 0.0962341073828687	age, sex Genotype PCs
GBE_INI30870	INI30870_s_asian	Triglycerides	0.129977361781904	Diff R2 (full-covars) = 0.0996583883661762	age, sex Genotype PCs
GBE_INI30870	INI30870_e_asian	Triglycerides	0.11918081487571	Diff R2 (full-covars) = 0.0602367695331998	age, sex Genotype PCs
GBE_INI30870	INI30870_african	Triglycerides	0.0672051347926104	Diff R2 (full-covars) = 0.0161542037648771	age, sex Genotype PCs
GBE_QT_FC1001558	QT_FC1001558_test	Alcohol intake frequency.	0.0173108503149043		
GBE_QT_FC1001558	QT_FC1001558_non_british_white	Alcohol intake frequency.	0.0186313830881262		
GBE_QT_FC1001558	QT_FC1001558_s_asian	Alcohol intake frequency.	0.00483650317604757		
GBE_QT_FC1001558	QT_FC1001558_e_asian	Alcohol intake frequency.	0.00917281457837174		
GBE_QT_FC1001558	QT_FC1001558_african	Alcohol intake frequency.	0.000109971397926807		
GBE_QT_FC1001558	QT_FC1001558_test	Alcohol intake frequency.	0.0492535910502027	Diff R2 (full-covars) = 0.0172137539827373	age, sex Genotype PCs
GBE_QT_FC1001558	QT_FC1001558_non_british_white	Alcohol intake frequency.	0.0564129629878609	Diff R2 (full-covars) = 0.0156985656780878	age, sex Genotype PCs
GBE_QT_FC1001558	QT_FC1001558_s_asian	Alcohol intake frequency.	0.127242386309613	Diff R2 (full-covars) = 0.00157941939758557	age, sex Genotype PCs
GBE_QT_FC1001558	QT_FC1001558_e_asian	Alcohol intake frequency.	0.0642276574390119	Diff R2 (full-covars) = 0.00343634108762744	age, sex Genotype PCs
GBE_QT_FC1001558	QT_FC1001558_african	Alcohol intake frequency.	0.0821207837287947	Diff R2 (full-covars) = -0.00401873498685994	age, sex Genotype PCs
GBE_INI137	INI137_test	# of medications taken	0.0155776488448267		
GBE_INI137	INI137_non_british_white	# of medications taken	0.0141614363476554		
GBE_INI137	INI137_s_asian	# of medications taken	0.00724330395325473		
GBE_INI137	INI137_e_asian	# of medications taken	2.75949131460264e-05		
GBE_INI137	INI137_african	# of medications taken	0.000352055573303447		
GBE_INI137	INI137_test	# of medications taken	0.0842874987832319	Diff R2 (full-covars) = 0.0156629597309207	age, sex Genotype PCs
GBE_INI137	INI137_non_british_white	# of medications taken	0.0964939299601724	Diff R2 (full-covars) = 0.0144187085312646	age, sex Genotype PCs
GBE_INI137	INI137_s_asian	# of medications taken	0.136837624841039	Diff R2 (full-covars) = 0.00757374008928136	age, sex Genotype PCs
GBE_INI137	INI137_e_asian	# of medications taken	0.10437521171091	Diff R2 (full-covars) = -0.0145488924399058	age, sex Genotype PCs
GBE_INI137	INI137_african	# of medications taken	0.108729454505834	Diff R2 (full-covars) = -0.00564166886298799	age, sex Genotype PCs
GBE_QT_FC1001190	QT_FC1001190_test	Nap during day	0.017365020680864		
GBE_QT_FC1001190	QT_FC1001190_non_british_white	Nap during day	0.0152456990278715		
GBE_QT_FC1001190	QT_FC1001190_s_asian	Nap during day	0.00670617195609009		
GBE_QT_FC1001190	QT_FC1001190_e_asian	Nap during day	0.00945015566450571		
GBE_QT_FC1001190	QT_FC1001190_african	Nap during day	0.00149767700175307		
GBE_QT_FC1001190	QT_FC1001190_test	Nap during day	0.0606093881652492	Diff R2 (full-covars) = 0.0172582387277921	age, sex Genotype PCs
GBE_QT_FC1001190	QT_FC1001190_non_british_white	Nap during day	0.0503913972103085	Diff R2 (full-covars) = 0.0143393529603783	age, sex Genotype PCs
GBE_QT_FC1001190	QT_FC1001190_s_asian	Nap during day	0.0332135554741914	Diff R2 (full-covars) = 0.00420140572308933	age, sex Genotype PCs
GBE_QT_FC1001190	QT_FC1001190_e_asian	Nap during day	0.0431396067813976	Diff R2 (full-covars) = 0.00778922936430328	age, sex Genotype PCs
GBE_QT_FC1001190	QT_FC1001190_african	Nap during day	0.028046393162326	Diff R2 (full-covars) = -0.00259674680764212	age, sex Genotype PCs
GBE_QT_FC10001478	QT_FC10001478_test	Salt added to food	0.0164587655260101		
GBE_QT_FC10001478	QT_FC10001478_non_british_white	Salt added to food	0.0133730062316045		
GBE_QT_FC10001478	QT_FC10001478_s_asian	Salt added to food	0.00138020424741595		
GBE_QT_FC10001478	QT_FC10001478_e_asian	Salt added to food	0.00477999738800678		
GBE_QT_FC10001478	QT_FC10001478_african	Salt added to food	0.000891256641826332		
GBE_QT_FC10001478	QT_FC10001478_test	Salt added to food	0.0234919288196357	Diff R2 (full-covars) = 0.0158169742614133	age, sex Genotype PCs
GBE_QT_FC10001478	QT_FC10001478_non_british_white	Salt added to food	0.0225168398071222	Diff R2 (full-covars) = 0.0132372175629198	age, sex Genotype PCs
GBE_QT_FC10001478	QT_FC10001478_s_asian	Salt added to food	0.0155509568332769	Diff R2 (full-covars) = -0.00121611905710046	age, sex Genotype PCs
GBE_QT_FC10001478	QT_FC10001478_e_asian	Salt added to food	0.0449679068272886	Diff R2 (full-covars) = 0.00494975713136049	age, sex Genotype PCs
GBE_QT_FC10001478	QT_FC10001478_african	Salt added to food	0.0162824284522064	Diff R2 (full-covars) = -0.00168354548693965	age, sex Genotype PCs
GBE_INI30850	INI30850_test	Testosterone	0.0117539200639324		
GBE_INI30850	INI30850_non_british_white	Testosterone	0.00820330816711796		
GBE_INI30850	INI30850_s_asian	Testosterone	0.0114099486012019		
GBE_INI30850	INI30850_e_asian	Testosterone	0.00535257482921706		
GBE_INI30850	INI30850_african	Testosterone	0.00292998174565145		
GBE_INI30850	INI30850_test	Testosterone	0.816910668529864	Diff R2 (full-covars) = 0.0110775651509045	age, sex Genotype PCs
GBE_INI30850	INI30850_non_british_white	Testosterone	0.825978523880702	Diff R2 (full-covars) = 0.00895864101257449	age, sex Genotype PCs
GBE_INI30850	INI30850_s_asian	Testosterone	0.788438630878964	Diff R2 (full-covars) = 0.0116864414893475	age, sex Genotype PCs
GBE_INI30850	INI30850_e_asian	Testosterone	0.868320806693758	Diff R2 (full-covars) = 0.00412035959510804	age, sex Genotype PCs
GBE_INI30850	INI30850_african	Testosterone	0.812615054043954	Diff R2 (full-covars) = 0.00360712387427131	age, sex Genotype PCs
GBE_INI30650	INI30650_test	Aspartate aminotransferase	0.0251074488439302		
GBE_INI30650	INI30650_non_british_white	Aspartate aminotransferase	0.0229157315525143		
GBE_INI30650	INI30650_s_asian	Aspartate aminotransferase	0.0217713651985046		
GBE_INI30650	INI30650_e_asian	Aspartate aminotransferase	0.0115021434884234		
GBE_INI30650	INI30650_african	Aspartate aminotransferase	0.00332425486581811		
GBE_INI30650	INI30650_test	Aspartate aminotransferase	0.055365419286594	Diff R2 (full-covars) = 0.0251037183009469	age, sex Genotype PCs
GBE_INI30650	INI30650_non_british_white	Aspartate aminotransferase	0.0622680296435702	Diff R2 (full-covars) = 0.0229466183017614	age, sex Genotype PCs
GBE_INI30650	INI30650_s_asian	Aspartate aminotransferase	0.0541078309982822	Diff R2 (full-covars) = 0.0202120029071488	age, sex Genotype PCs
GBE_INI30650	INI30650_e_asian	Aspartate aminotransferase	0.0251253819630303	Diff R2 (full-covars) = 0.0104105728664126	age, sex Genotype PCs
GBE_INI30650	INI30650_african	Aspartate aminotransferase	0.0381446196346098	Diff R2 (full-covars) = 0.00248039582349397	age, sex Genotype PCs
GBE_INI23124	INI23124_test	Arm fat mass (L)	0.0772487935488883		
GBE_INI23124	INI23124_non_british_white	Arm fat mass (L)	0.0738639854542757		
GBE_INI23124	INI23124_s_asian	Arm fat mass (L)	0.0498152387763291		
GBE_INI23124	INI23124_e_asian	Arm fat mass (L)	0.0438169428357678		
GBE_INI23124	INI23124_african	Arm fat mass (L)	0.0114985337694218		
GBE_INI23124	INI23124_test	Arm fat mass (L)	0.131407681745601	Diff R2 (full-covars) = 0.0771555753937571	age, sex Genotype PCs
GBE_INI23124	INI23124_non_british_white	Arm fat mass (L)	0.1092999822685	Diff R2 (full-covars) = 0.0719432539708699	age, sex Genotype PCs
GBE_INI23124	INI23124_s_asian	Arm fat mass (L)	0.163589868529388	Diff R2 (full-covars) = 0.044154346631817	age, sex Genotype PCs
GBE_INI23124	INI23124_e_asian	Arm fat mass (L)	0.102174851655969	Diff R2 (full-covars) = 0.0155886549409068	age, sex Genotype PCs
GBE_INI23124	INI23124_african	Arm fat mass (L)	0.198286615048989	Diff R2 (full-covars) = 0.0105644896232218	age, sex Genotype PCs
GBE_INI3064	INI3064_test	PEF	0.0184224570943011		
GBE_INI3064	INI3064_non_british_white	PEF	0.0134175787357104		
GBE_INI3064	INI3064_s_asian	PEF	0.00837562436464142		
GBE_INI3064	INI3064_e_asian	PEF	0.00497838589763143		
GBE_INI3064	INI3064_african	PEF	0.00203373445010639		
GBE_INI3064	INI3064_test	PEF	0.37677942685463	Diff R2 (full-covars) = 0.0185638880390752	age, sex Genotype PCs
GBE_INI3064	INI3064_non_british_white	PEF	0.365383652254974	Diff R2 (full-covars) = 0.0149650704871409	age, sex Genotype PCs
GBE_INI3064	INI3064_s_asian	PEF	0.284959656137663	Diff R2 (full-covars) = 0.00595883956854265	age, sex Genotype PCs
GBE_INI3064	INI3064_e_asian	PEF	0.30722142535039	Diff R2 (full-covars) = -0.000180532719091797	age, sex Genotype PCs
GBE_INI3064	INI3064_african	PEF	0.2203486018212	Diff R2 (full-covars) = 0.000179984995678728	age, sex Genotype PCs
GBE_INI30260	INI30260_test	Mean reticulocyte volume	0.146308864765084		
GBE_INI30260	INI30260_non_british_white	Mean reticulocyte volume	0.145495015269491		
GBE_INI30260	INI30260_s_asian	Mean reticulocyte volume	0.0978647127679803		
GBE_INI30260	INI30260_e_asian	Mean reticulocyte volume	0.0744653622411112		
GBE_INI30260	INI30260_african	Mean reticulocyte volume	0.0286732698857213		
GBE_INI30260	INI30260_test	Mean reticulocyte volume	0.156742584057367	Diff R2 (full-covars) = 0.145737783954294	age, sex Genotype PCs
GBE_INI30260	INI30260_non_british_white	Mean reticulocyte volume	0.161061080367761	Diff R2 (full-covars) = 0.144332810922516	age, sex Genotype PCs
GBE_INI30260	INI30260_s_asian	Mean reticulocyte volume	0.132938454394005	Diff R2 (full-covars) = 0.0934270151552776	age, sex Genotype PCs
GBE_INI30260	INI30260_e_asian	Mean reticulocyte volume	0.0881213708005619	Diff R2 (full-covars) = 0.0717289187934208	age, sex Genotype PCs
GBE_INI30260	INI30260_african	Mean reticulocyte volume	0.0371752635711345	Diff R2 (full-covars) = 0.0277734909447532	age, sex Genotype PCs
GBE_INI30210	INI30210_test	Eosinophill %	0.0959355686425432		
GBE_INI30210	INI30210_non_british_white	Eosinophill %	0.0957876605620365		
GBE_INI30210	INI30210_s_asian	Eosinophill %	0.062575765903145		
GBE_INI30210	INI30210_e_asian	Eosinophill %	0.0332570693348485		
GBE_INI30210	INI30210_african	Eosinophill %	0.0150167325517878		
GBE_INI30210	INI30210_test	Eosinophill %	0.103662661587445	Diff R2 (full-covars) = 0.0957362667023961	age, sex Genotype PCs
GBE_INI30210	INI30210_non_british_white	Eosinophill %	0.107240894379273	Diff R2 (full-covars) = 0.0916051004723553	age, sex Genotype PCs
GBE_INI30210	INI30210_s_asian	Eosinophill %	0.080041499746763	Diff R2 (full-covars) = 0.0617986585094466	age, sex Genotype PCs
GBE_INI30210	INI30210_e_asian	Eosinophill %	0.0677981521817198	Diff R2 (full-covars) = 0.0317887673865393	age, sex Genotype PCs
GBE_INI30210	INI30210_african	Eosinophill %	0.0274879453291485	Diff R2 (full-covars) = 0.0135840516491255	age, sex Genotype PCs
GBE_QT_FC1002178	QT_FC1002178_test	Overall health rating	0.0206190649710172		
GBE_QT_FC1002178	QT_FC1002178_non_british_white	Overall health rating	0.0202864400400853		
GBE_QT_FC1002178	QT_FC1002178_s_asian	Overall health rating	0.00810867484747422		
GBE_QT_FC1002178	QT_FC1002178_e_asian	Overall health rating	0.00157342904022352		
GBE_QT_FC1002178	QT_FC1002178_african	Overall health rating	0.00120997945296203		
GBE_QT_FC1002178	QT_FC1002178_test	Overall health rating	0.0263487938462596	Diff R2 (full-covars) = 0.0197990423517141	age, sex Genotype PCs
GBE_QT_FC1002178	QT_FC1002178_non_british_white	Overall health rating	0.0374501934246589	Diff R2 (full-covars) = 0.0183173008276246	age, sex Genotype PCs
GBE_QT_FC1002178	QT_FC1002178_s_asian	Overall health rating	0.0209699100868215	Diff R2 (full-covars) = 0.00755173208980148	age, sex Genotype PCs
GBE_QT_FC1002178	QT_FC1002178_e_asian	Overall health rating	0.0172619132363387	Diff R2 (full-covars) = -0.00444372926346499	age, sex Genotype PCs
GBE_QT_FC1002178	QT_FC1002178_african	Overall health rating	0.020938597921561	Diff R2 (full-covars) = -0.00287454160554186	age, sex Genotype PCs
GBE_INI23120	INI23120_test	Arm fat mass (R)	0.0796276130230439		
GBE_INI23120	INI23120_non_british_white	Arm fat mass (R)	0.0748318320004857		
GBE_INI23120	INI23120_s_asian	Arm fat mass (R)	0.0497752265386969		
GBE_INI23120	INI23120_e_asian	Arm fat mass (R)	0.0473612885391245		
GBE_INI23120	INI23120_african	Arm fat mass (R)	0.0112514275992132		
GBE_INI23120	INI23120_test	Arm fat mass (R)	0.135906560586181	Diff R2 (full-covars) = 0.0797031441257236	age, sex Genotype PCs
GBE_INI23120	INI23120_non_british_white	Arm fat mass (R)	0.112259757950548	Diff R2 (full-covars) = 0.0729913155585752	age, sex Genotype PCs
GBE_INI23120	INI23120_s_asian	Arm fat mass (R)	0.168696363662089	Diff R2 (full-covars) = 0.0445453448543481	age, sex Genotype PCs
GBE_INI23120	INI23120_e_asian	Arm fat mass (R)	0.109596720304643	Diff R2 (full-covars) = 0.0203348490079617	age, sex Genotype PCs
GBE_INI23120	INI23120_african	Arm fat mass (R)	0.204977914323381	Diff R2 (full-covars) = 0.00989817047260705	age, sex Genotype PCs
GBE_INI30000	INI30000_test	White blood cell count	0.0726387565453175		
GBE_INI30000	INI30000_non_british_white	White blood cell count	0.0821217080343827		
GBE_INI30000	INI30000_s_asian	White blood cell count	0.0643828312416268		
GBE_INI30000	INI30000_e_asian	White blood cell count	0.0506949796738555		
GBE_INI30000	INI30000_african	White blood cell count	0.0145101298990215		
GBE_INI30000	INI30000_test	White blood cell count	0.0747920864118354	Diff R2 (full-covars) = 0.0723954425911341	age, sex Genotype PCs
GBE_INI30000	INI30000_non_british_white	White blood cell count	0.0851778335716464	Diff R2 (full-covars) = 0.0784148585252778	age, sex Genotype PCs
GBE_INI30000	INI30000_s_asian	White blood cell count	0.071662128800535	Diff R2 (full-covars) = 0.064042158257781	age, sex Genotype PCs
GBE_INI30000	INI30000_e_asian	White blood cell count	0.0759573318079975	Diff R2 (full-covars) = 0.0495957366806874	age, sex Genotype PCs
GBE_INI30000	INI30000_african	White blood cell count	0.0528180204678569	Diff R2 (full-covars) = 0.00963349936991136	age, sex Genotype PCs
GBE_INI30050	INI30050_test	Mean corpuscular haemoglobin	0.170302572867056		
GBE_INI30050	INI30050_non_british_white	Mean corpuscular haemoglobin	0.130119637235387		
GBE_INI30050	INI30050_s_asian	Mean corpuscular haemoglobin	0.0710090885979148		
GBE_INI30050	INI30050_e_asian	Mean corpuscular haemoglobin	0.0524008433323951		
GBE_INI30050	INI30050_african	Mean corpuscular haemoglobin	0.0125414260142135		
GBE_INI30050	INI30050_test	Mean corpuscular haemoglobin	0.187978662700528	Diff R2 (full-covars) = 0.168357106187501	age, sex Genotype PCs
GBE_INI30050	INI30050_non_british_white	Mean corpuscular haemoglobin	0.160736613192136	Diff R2 (full-covars) = 0.120628057969868	age, sex Genotype PCs
GBE_INI30050	INI30050_s_asian	Mean corpuscular haemoglobin	0.119580532172489	Diff R2 (full-covars) = 0.0668381976430402	age, sex Genotype PCs
GBE_INI30050	INI30050_e_asian	Mean corpuscular haemoglobin	0.0891975307501752	Diff R2 (full-covars) = 0.0314254419782258	age, sex Genotype PCs
GBE_INI30050	INI30050_african	Mean corpuscular haemoglobin	0.0335432258354501	Diff R2 (full-covars) = 0.00833376922129524	age, sex Genotype PCs
GBE_INI135	INI135_test	# of self-reported non-cancer illnesses	0.0106287747573664		
GBE_INI135	INI135_non_british_white	# of self-reported non-cancer illnesses	0.00927852350839283		
GBE_INI135	INI135_s_asian	# of self-reported non-cancer illnesses	0.00426721577834576		
GBE_INI135	INI135_e_asian	# of self-reported non-cancer illnesses	0.00190281586079404		
GBE_INI135	INI135_african	# of self-reported non-cancer illnesses	0.000970631800183438		
GBE_INI135	INI135_test	# of self-reported non-cancer illnesses	0.0618981958539982	Diff R2 (full-covars) = 0.0106900591354432	age, sex Genotype PCs
GBE_INI135	INI135_non_british_white	# of self-reported non-cancer illnesses	0.0663239008720099	Diff R2 (full-covars) = 0.00949573888100606	age, sex Genotype PCs
GBE_INI135	INI135_s_asian	# of self-reported non-cancer illnesses	0.108550271264155	Diff R2 (full-covars) = 0.00434407692440156	age, sex Genotype PCs
GBE_INI135	INI135_e_asian	# of self-reported non-cancer illnesses	0.0781673435805891	Diff R2 (full-covars) = -0.00278407772451485	age, sex Genotype PCs
GBE_INI135	INI135_african	# of self-reported non-cancer illnesses	0.0953514578175974	Diff R2 (full-covars) = -0.00186733572880318	age, sex Genotype PCs
GBE_INI30140	INI30140_test	Neutrophill count	0.0893478460962615		
GBE_INI30140	INI30140_non_british_white	Neutrophill count	0.0828228558633386		
GBE_INI30140	INI30140_s_asian	Neutrophill count	0.0676188397716824		
GBE_INI30140	INI30140_e_asian	Neutrophill count	0.0354006891221256		
GBE_INI30140	INI30140_african	Neutrophill count	0.0122147293984725		
GBE_INI30140	INI30140_test	Neutrophill count	0.0912558260083923	Diff R2 (full-covars) = 0.0892008983035679	age, sex Genotype PCs
GBE_INI30140	INI30140_non_british_white	Neutrophill count	0.0855228269299747	Diff R2 (full-covars) = 0.0798411041485876	age, sex Genotype PCs
GBE_INI30140	INI30140_s_asian	Neutrophill count	0.075525583820978	Diff R2 (full-covars) = 0.067101667145451	age, sex Genotype PCs
GBE_INI30140	INI30140_e_asian	Neutrophill count	0.0575352458504709	Diff R2 (full-covars) = 0.0370003761676185	age, sex Genotype PCs
GBE_INI30140	INI30140_african	Neutrophill count	0.0634723171460667	Diff R2 (full-covars) = 0.0064432171972362	age, sex Genotype PCs
GBE_INI4080	INI4080_test	Systolic BP (AR)	0.0483448137846377		
GBE_INI4080	INI4080_non_british_white	Systolic BP (AR)	0.0445790854810528		
GBE_INI4080	INI4080_s_asian	Systolic BP (AR)	0.0235959721115542		
GBE_INI4080	INI4080_e_asian	Systolic BP (AR)	0.0446267378087316		
GBE_INI4080	INI4080_african	Systolic BP (AR)	0.0062796097366684		
GBE_INI4080	INI4080_test	Systolic BP (AR)	0.172497634620338	Diff R2 (full-covars) = 0.0485630091079984	age, sex Genotype PCs
GBE_INI4080	INI4080_non_british_white	Systolic BP (AR)	0.194387149641966	Diff R2 (full-covars) = 0.0417224503608823	age, sex Genotype PCs
GBE_INI4080	INI4080_s_asian	Systolic BP (AR)	0.153143536657431	Diff R2 (full-covars) = 0.024585126778563	age, sex Genotype PCs
GBE_INI4080	INI4080_e_asian	Systolic BP (AR)	0.229151078490348	Diff R2 (full-covars) = 0.0347414659644886	age, sex Genotype PCs
GBE_INI4080	INI4080_african	Systolic BP (AR)	0.102797882102808	Diff R2 (full-covars) = 0.00144988729393263	age, sex Genotype PCs
GBE_INI30030	INI30030_test	Haematocrit %	0.0654356944591989		
GBE_INI30030	INI30030_non_british_white	Haematocrit %	0.0626309998594553		
GBE_INI30030	INI30030_s_asian	Haematocrit %	0.0221993900553602		
GBE_INI30030	INI30030_e_asian	Haematocrit %	0.020626353109325		
GBE_INI30030	INI30030_african	Haematocrit %	0.0132645588342987		
GBE_INI30030	INI30030_test	Haematocrit %	0.391177410729854	Diff R2 (full-covars) = 0.065097192916415	age, sex Genotype PCs
GBE_INI30030	INI30030_non_british_white	Haematocrit %	0.395817568689646	Diff R2 (full-covars) = 0.058844065908981	age, sex Genotype PCs
GBE_INI30030	INI30030_s_asian	Haematocrit %	0.424899219950305	Diff R2 (full-covars) = 0.0248237041822996	age, sex Genotype PCs
GBE_INI30030	INI30030_e_asian	Haematocrit %	0.412802956298228	Diff R2 (full-covars) = 0.0219600830796301	age, sex Genotype PCs
GBE_INI30030	INI30030_african	Haematocrit %	0.391814370313645	Diff R2 (full-covars) = 0.0103459909917717	age, sex Genotype PCs
GBE_INI10030840	INI10030840_test	Total bilirubin	0.356072105535188		
GBE_INI10030840	INI10030840_non_british_white	Total bilirubin	0.344243512865812		
GBE_INI10030840	INI10030840_s_asian	Total bilirubin	0.332754855807562		
GBE_INI10030840	INI10030840_e_asian	Total bilirubin	0.168403290097569		
GBE_INI10030840	INI10030840_african	Total bilirubin	0.323259405003567		
GBE_INI10030840	INI10030840_test	Total bilirubin	0.356213871967347	Diff R2 (full-covars) = 0.356197596817172	age, sex Genotype PCs
GBE_INI10030840	INI10030840_non_british_white	Total bilirubin	0.344759416827674	Diff R2 (full-covars) = 0.343354522516363	age, sex Genotype PCs
