#trait	split	trait_name	AUROC	other_metric	covariates
GBE_HC440	HC440_s_asian	Atrial flutter	0.737431169433955	Diff R2 (full-covars) = -0.000585103764515482	age, sex Genotype PCs
GBE_HC440	HC440_e_asian	Atrial flutter	0.826314484126993	Diff R2 (full-covars) = 0.0203125000000123	age, sex Genotype PCs
GBE_HC440	HC440_african	Atrial flutter	0.7603308015387	Diff R2 (full-covars) = 0.000545856884914042	age, sex Genotype PCs
GBE_FH1263	FH1263_test	Alzheimer's/dementia (FH)	0.558273467892466		
GBE_FH1263	FH1263_non_british_white	Alzheimer's/dementia (FH)	0.550821539049921		
GBE_FH1263	FH1263_s_asian	Alzheimer's/dementia (FH)	0.521292259384149		
GBE_FH1263	FH1263_e_asian	Alzheimer's/dementia (FH)	0.550466346745419		
GBE_FH1263	FH1263_african	Alzheimer's/dementia (FH)	0.501620373706943		
GBE_FH1263	FH1263_test	Alzheimer's/dementia (FH)	0.608936785912207	Diff R2 (full-covars) = 0.0243896795990002	age, sex Genotype PCs
GBE_FH1263	FH1263_non_british_white	Alzheimer's/dementia (FH)	0.609501013977223	Diff R2 (full-covars) = 0.0162322396331788	age, sex Genotype PCs
GBE_FH1263	FH1263_s_asian	Alzheimer's/dementia (FH)	0.587211912635724	Diff R2 (full-covars) = 0.00317388904608162	age, sex Genotype PCs
GBE_FH1263	FH1263_e_asian	Alzheimer's/dementia (FH)	0.653161068044788	Diff R2 (full-covars) = 0.0132496616217529	age, sex Genotype PCs
GBE_FH1263	FH1263_african	Alzheimer's/dementia (FH)	0.608145230648013	Diff R2 (full-covars) = -0.00275307378525302	age, sex Genotype PCs
GBE_BIN1210	BIN1210_test	Snoring	0.549865076000364		
GBE_BIN1210	BIN1210_non_british_white	Snoring	0.556828172259977		
GBE_BIN1210	BIN1210_s_asian	Snoring	0.540758617370511		
GBE_BIN1210	BIN1210_e_asian	Snoring	0.555764367483253		
GBE_BIN1210	BIN1210_african	Snoring	0.529574814951916		
GBE_BIN1210	BIN1210_test	Snoring	0.629615975592552	Diff R2 (full-covars) = 0.0186373670075978	age, sex Genotype PCs
GBE_BIN1210	BIN1210_non_british_white	Snoring	0.634149814122744	Diff R2 (full-covars) = 0.0201011194276618	age, sex Genotype PCs
GBE_BIN1210	BIN1210_s_asian	Snoring	0.60904688808732	Diff R2 (full-covars) = 0.00760365161708021	age, sex Genotype PCs
GBE_BIN1210	BIN1210_e_asian	Snoring	0.671709040366018	Diff R2 (full-covars) = 0.0161367541167169	age, sex Genotype PCs
GBE_BIN1210	BIN1210_african	Snoring	0.567517222472736	Diff R2 (full-covars) = 0.00417686564455588	age, sex Genotype PCs
GBE_BIN_FC30001508	BIN_FC30001508_test	Coffee type: Ground coffee (include espresso, filter etc)	0.562688173658609		
GBE_BIN_FC30001508	BIN_FC30001508_non_british_white	Coffee type: Ground coffee (include espresso, filter etc)	0.559733996351949		
GBE_BIN_FC30001508	BIN_FC30001508_s_asian	Coffee type: Ground coffee (include espresso, filter etc)	0.527065437288479		
GBE_BIN_FC30001508	BIN_FC30001508_e_asian	Coffee type: Ground coffee (include espresso, filter etc)	0.523937847866419		
GBE_BIN_FC30001508	BIN_FC30001508_african	Coffee type: Ground coffee (include espresso, filter etc)	0.518473429725273		
GBE_BIN_FC30001508	BIN_FC30001508_test	Coffee type: Ground coffee (include espresso, filter etc)	0.581688114389899	Diff R2 (full-covars) = 0.026538259809604	age, sex Genotype PCs
GBE_BIN_FC30001508	BIN_FC30001508_non_british_white	Coffee type: Ground coffee (include espresso, filter etc)	0.638975256232086	Diff R2 (full-covars) = 0.000275742638753518	age, sex Genotype PCs
GBE_BIN_FC30001508	BIN_FC30001508_s_asian	Coffee type: Ground coffee (include espresso, filter etc)	0.571484392232983	Diff R2 (full-covars) = -0.00658280341083051	age, sex Genotype PCs
GBE_BIN_FC30001508	BIN_FC30001508_e_asian	Coffee type: Ground coffee (include espresso, filter etc)	0.6227133580705	Diff R2 (full-covars) = -0.00243970315398945	age, sex Genotype PCs
GBE_BIN_FC30001508	BIN_FC30001508_african	Coffee type: Ground coffee (include espresso, filter etc)	0.602476194939818	Diff R2 (full-covars) = -0.00837844382474417	age, sex Genotype PCs
GBE_BIN_FC6006149	BIN_FC6006149_test	Dentures	0.559059721717182		
GBE_BIN_FC6006149	BIN_FC6006149_non_british_white	Dentures	0.575245365018722		
GBE_BIN_FC6006149	BIN_FC6006149_s_asian	Dentures	0.522944251944478		
GBE_BIN_FC6006149	BIN_FC6006149_e_asian	Dentures	0.561891500249061		
GBE_BIN_FC6006149	BIN_FC6006149_african	Dentures	0.512163623203678		
GBE_BIN_FC6006149	BIN_FC6006149_test	Dentures	0.724952332592977	Diff R2 (full-covars) = 0.0072503454104792	age, sex Genotype PCs
GBE_BIN_FC6006149	BIN_FC6006149_non_british_white	Dentures	0.756892582000603	Diff R2 (full-covars) = 0.00481919287244215	age, sex Genotype PCs
GBE_BIN_FC6006149	BIN_FC6006149_s_asian	Dentures	0.723842335192501	Diff R2 (full-covars) = -0.00240840929826824	age, sex Genotype PCs
GBE_BIN_FC6006149	BIN_FC6006149_e_asian	Dentures	0.724165647783368	Diff R2 (full-covars) = 0.00318118009329116	age, sex Genotype PCs
GBE_BIN_FC6006149	BIN_FC6006149_african	Dentures	0.732890183686774	Diff R2 (full-covars) = -0.00228562966246615	age, sex Genotype PCs
GBE_BIN_FC20020116	BIN_FC20020116_test	Previous Smoker	0.54770141872508		
GBE_BIN_FC20020116	BIN_FC20020116_non_british_white	Previous Smoker	0.535215751613992		
GBE_BIN_FC20020116	BIN_FC20020116_s_asian	Previous Smoker	0.533524103830733		
GBE_BIN_FC20020116	BIN_FC20020116_e_asian	Previous Smoker	0.53519828853174		
GBE_BIN_FC20020116	BIN_FC20020116_african	Previous Smoker	0.49818770649201		
GBE_BIN_FC20020116	BIN_FC20020116_test	Previous Smoker	0.610469749181504	Diff R2 (full-covars) = 0.0104763207962616	age, sex Genotype PCs
GBE_BIN_FC20020116	BIN_FC20020116_non_british_white	Previous Smoker	0.590818742385951	Diff R2 (full-covars) = 0.00539567006985953	age, sex Genotype PCs
GBE_BIN_FC20020116	BIN_FC20020116_s_asian	Previous Smoker	0.738865245478802	Diff R2 (full-covars) = 0.0036164573967008	age, sex Genotype PCs
GBE_BIN_FC20020116	BIN_FC20020116_e_asian	Previous Smoker	0.704330228037738	Diff R2 (full-covars) = -0.00189340065424415	age, sex Genotype PCs
GBE_BIN_FC20020116	BIN_FC20020116_african	Previous Smoker	0.62817895222262	Diff R2 (full-covars) = -0.00333459196800656	age, sex Genotype PCs
GBE_BIN1950	BIN1950_test	Sensitivity / hurt feelings	0.5459326621434		
GBE_BIN1950	BIN1950_non_british_white	Sensitivity / hurt feelings	0.547529538574455		
GBE_BIN1950	BIN1950_s_asian	Sensitivity / hurt feelings	0.534235780932931		
GBE_BIN1950	BIN1950_e_asian	Sensitivity / hurt feelings	0.524415856276458		
GBE_BIN1950	BIN1950_african	Sensitivity / hurt feelings	0.496484740772527		
GBE_BIN1950	BIN1950_test	Sensitivity / hurt feelings	0.620172857665841	Diff R2 (full-covars) = 0.0157287985372624	age, sex Genotype PCs
GBE_BIN1950	BIN1950_non_british_white	Sensitivity / hurt feelings	0.608252555347211	Diff R2 (full-covars) = 0.0118021011678893	age, sex Genotype PCs
GBE_BIN1950	BIN1950_s_asian	Sensitivity / hurt feelings	0.602444842614536	Diff R2 (full-covars) = 0.00657491102590835	age, sex Genotype PCs
GBE_BIN1950	BIN1950_e_asian	Sensitivity / hurt feelings	0.618568307760638	Diff R2 (full-covars) = 0.00122914202787949	age, sex Genotype PCs
GBE_BIN1950	BIN1950_african	Sensitivity / hurt feelings	0.591631515709702	Diff R2 (full-covars) = -0.0155218035141924	age, sex Genotype PCs
GBE_HC1242	HC1242_test	TTE ankylosing spondylitis	0.734604057263818		
GBE_HC1242	HC1242_non_british_white	TTE ankylosing spondylitis	0.674054884189325		
GBE_HC1242	HC1242_s_asian	TTE ankylosing spondylitis	0.429695496417605		
GBE_HC1242	HC1242_e_asian	TTE ankylosing spondylitis	0.812573443008226		
GBE_HC1242	HC1242_african	TTE ankylosing spondylitis	0.484242144177449		
GBE_HC1242	HC1242_test	TTE ankylosing spondylitis	0.750677483836821	Diff R2 (full-covars) = 0.131561666537795	age, sex Genotype PCs
GBE_HC1242	HC1242_non_british_white	TTE ankylosing spondylitis	0.72444008056392	Diff R2 (full-covars) = 0.0622769385699491	age, sex Genotype PCs
GBE_HC1242	HC1242_s_asian	TTE ankylosing spondylitis	0.732821562606588	Diff R2 (full-covars) = -0.0196264073694926	age, sex Genotype PCs
GBE_HC1242	HC1242_e_asian	TTE ankylosing spondylitis	0.991480611045828	Diff R2 (full-covars) = 0.0446533490011752	age, sex Genotype PCs
GBE_HC1242	HC1242_african	TTE ankylosing spondylitis	0.868114602587797	Diff R2 (full-covars) = 6.16142945175646e-05	age, sex Genotype PCs
GBE_BIN_FC40002267	BIN_FC40002267_test	Use of sun/uv protection (Always)	0.556918206725645		
GBE_BIN_FC40002267	BIN_FC40002267_non_british_white	Use of sun/uv protection (Always)	0.571046911267948		
GBE_BIN_FC40002267	BIN_FC40002267_s_asian	Use of sun/uv protection (Always)	0.517567448974462		
GBE_BIN_FC40002267	BIN_FC40002267_e_asian	Use of sun/uv protection (Always)	0.514026026172182		
GBE_BIN_FC40002267	BIN_FC40002267_african	Use of sun/uv protection (Always)	0.530887684427389		
GBE_BIN_FC40002267	BIN_FC40002267_test	Use of sun/uv protection (Always)	0.63213313782561	Diff R2 (full-covars) = 0.0128218963701574	age, sex Genotype PCs
GBE_BIN_FC40002267	BIN_FC40002267_non_british_white	Use of sun/uv protection (Always)	0.645930601541785	Diff R2 (full-covars) = 0.00580769883239996	age, sex Genotype PCs
GBE_BIN_FC40002267	BIN_FC40002267_s_asian	Use of sun/uv protection (Always)	0.635072839877631	Diff R2 (full-covars) = -0.000246665162235815	age, sex Genotype PCs
GBE_BIN_FC40002267	BIN_FC40002267_e_asian	Use of sun/uv protection (Always)	0.652180102571593	Diff R2 (full-covars) = 0.000766549250789783	age, sex Genotype PCs
GBE_BIN_FC40002267	BIN_FC40002267_african	Use of sun/uv protection (Always)	0.649123805136251	Diff R2 (full-covars) = -0.00305740803955301	age, sex Genotype PCs
GBE_HC990	HC990_test	TTE varicose veins of lower extremities	0.611432477130593		
GBE_HC990	HC990_non_british_white	TTE varicose veins of lower extremities	0.597490331653392		
GBE_HC990	HC990_s_asian	TTE varicose veins of lower extremities	0.596023229298051		
GBE_HC990	HC990_e_asian	TTE varicose veins of lower extremities	0.64662668954746		
GBE_HC990	HC990_african	TTE varicose veins of lower extremities	0.529673416907743		
GBE_HC990	HC990_test	TTE varicose veins of lower extremities	0.645532620780449	Diff R2 (full-covars) = 0.0508989441520746	age, sex Genotype PCs
GBE_HC990	HC990_non_british_white	TTE varicose veins of lower extremities	0.659619827440292	Diff R2 (full-covars) = 0.027325145973369	age, sex Genotype PCs
GBE_HC990	HC990_s_asian	TTE varicose veins of lower extremities	0.676928324868019	Diff R2 (full-covars) = 0.0283241377943588	age, sex Genotype PCs
GBE_HC990	HC990_e_asian	TTE varicose veins of lower extremities	0.696296010643424	Diff R2 (full-covars) = 0.0601777760638542	age, sex Genotype PCs
GBE_HC990	HC990_african	TTE varicose veins of lower extremities	0.621357762777228	Diff R2 (full-covars) = -0.00473288331725952	age, sex Genotype PCs
GBE_HC422	HC422_test	Ankylosing spondylitis	0.726514767467367		
GBE_HC422	HC422_non_british_white	Ankylosing spondylitis	0.675445658746904		
GBE_HC422	HC422_s_asian	Ankylosing spondylitis	0.421809609093733		
GBE_HC422	HC422_e_asian	Ankylosing spondylitis	0.816980023501763		
GBE_HC422	HC422_african	Ankylosing spondylitis	0.472196549599507		
GBE_HC422	HC422_test	Ankylosing spondylitis	0.74484578240457	Diff R2 (full-covars) = 0.134769294228938	age, sex Genotype PCs
GBE_HC422	HC422_non_british_white	Ankylosing spondylitis	0.726570347338947	Diff R2 (full-covars) = 0.0657207072617717	age, sex Genotype PCs
GBE_HC422	HC422_s_asian	Ankylosing spondylitis	0.735347868199333	Diff R2 (full-covars) = -0.0178183080831176	age, sex Genotype PCs
GBE_HC422	HC422_e_asian	Ankylosing spondylitis	0.989130434782609	Diff R2 (full-covars) = 0.0423031727379554	age, sex Genotype PCs
GBE_HC422	HC422_african	Ankylosing spondylitis	0.867436845348117	Diff R2 (full-covars) = -0.000616142945162435	age, sex Genotype PCs
GBE_cancer1044	cancer1044_test	Prostate cancer	0.639782855651174		
GBE_cancer1044	cancer1044_non_british_white	Prostate cancer	0.654369129928013		
GBE_cancer1044	cancer1044_s_asian	Prostate cancer	0.625112888659574		
GBE_cancer1044	cancer1044_e_asian	Prostate cancer	0.634021632251722		
GBE_cancer1044	cancer1044_african	Prostate cancer	0.554674771124598		
GBE_cancer1044	cancer1044_test	Prostate cancer	0.889043567763068	Diff R2 (full-covars) = 0.0193583675889877	age, sex Genotype PCs
GBE_cancer1044	cancer1044_non_british_white	Prostate cancer	0.910921819130975	Diff R2 (full-covars) = 0.0145708108837753	age, sex Genotype PCs
GBE_cancer1044	cancer1044_s_asian	Prostate cancer	0.902596439169134	Diff R2 (full-covars) = 0.0106792671913144	age, sex Genotype PCs
GBE_cancer1044	cancer1044_e_asian	Prostate cancer	0.970108161258604	Diff R2 (full-covars) = 0.00137659783677468	age, sex Genotype PCs
GBE_cancer1044	cancer1044_african	Prostate cancer	0.926148685632027	Diff R2 (full-covars) = 0.000900820392841228	age, sex Genotype PCs
GBE_BIN_FC9006154	BIN_FC9006154_test	Paracetamol use self-reported	0.555143023003503		
GBE_BIN_FC9006154	BIN_FC9006154_non_british_white	Paracetamol use self-reported	0.541919541207599		
GBE_BIN_FC9006154	BIN_FC9006154_s_asian	Paracetamol use self-reported	0.537988298305874		
GBE_BIN_FC9006154	BIN_FC9006154_e_asian	Paracetamol use self-reported	0.53112532516818		
GBE_BIN_FC9006154	BIN_FC9006154_african	Paracetamol use self-reported	0.514002055622117		
GBE_BIN_FC9006154	BIN_FC9006154_test	Paracetamol use self-reported	0.600654795600317	Diff R2 (full-covars) = 0.0158679036268135	age, sex Genotype PCs
GBE_BIN_FC9006154	BIN_FC9006154_non_british_white	Paracetamol use self-reported	0.58753902824321	Diff R2 (full-covars) = 0.0109041470870057	age, sex Genotype PCs
GBE_BIN_FC9006154	BIN_FC9006154_s_asian	Paracetamol use self-reported	0.628774338835757	Diff R2 (full-covars) = 0.00450602549921286	age, sex Genotype PCs
GBE_BIN_FC9006154	BIN_FC9006154_e_asian	Paracetamol use self-reported	0.660226012156912	Diff R2 (full-covars) = 0.00542649739541257	age, sex Genotype PCs
GBE_BIN_FC9006154	BIN_FC9006154_african	Paracetamol use self-reported	0.619179610062044	Diff R2 (full-covars) = -0.00247642305199924	age, sex Genotype PCs
GBE_HC1021	HC1021_test	TTE vasomotor and allergic rhinitis	0.569976789365846		
GBE_HC1021	HC1021_non_british_white	TTE vasomotor and allergic rhinitis	0.567117260571839		
GBE_HC1021	HC1021_s_asian	TTE vasomotor and allergic rhinitis	0.532389986238699		
GBE_HC1021	HC1021_e_asian	TTE vasomotor and allergic rhinitis	0.513754355784921		
GBE_HC1021	HC1021_african	TTE vasomotor and allergic rhinitis	0.532432208523562		
GBE_HC1021	HC1021_test	TTE vasomotor and allergic rhinitis	0.598331020259035	Diff R2 (full-covars) = 0.0288825692742966	age, sex Genotype PCs
GBE_HC1021	HC1021_non_british_white	TTE vasomotor and allergic rhinitis	0.600228282135408	Diff R2 (full-covars) = 0.0264518417449944	age, sex Genotype PCs
GBE_HC1021	HC1021_s_asian	TTE vasomotor and allergic rhinitis	0.553791912175575	Diff R2 (full-covars) = 0.00789878808206002	age, sex Genotype PCs
GBE_HC1021	HC1021_e_asian	TTE vasomotor and allergic rhinitis	0.545280314057603	Diff R2 (full-covars) = 0.0038727890256266	age, sex Genotype PCs
GBE_HC1021	HC1021_african	TTE vasomotor and allergic rhinitis	0.568303593101279	Diff R2 (full-covars) = 0.00409429489899005	age, sex Genotype PCs
GBE_HC702	HC702_test	TTE disorders of porphyrin and bilirubin metabolism	0.886972453573146		
GBE_HC702	HC702_non_british_white	TTE disorders of porphyrin and bilirubin metabolism	0.859476640965423		
GBE_HC702	HC702_s_asian	TTE disorders of porphyrin and bilirubin metabolism	0.814011827334284		
GBE_HC702	HC702_e_asian	TTE disorders of porphyrin and bilirubin metabolism	0.931004110393423		
GBE_HC702	HC702_african	TTE disorders of porphyrin and bilirubin metabolism	0.667218543046358		
GBE_HC702	HC702_test	TTE disorders of porphyrin and bilirubin metabolism	0.905294547116047	Diff R2 (full-covars) = 0.28292426030234	age, sex Genotype PCs
GBE_HC702	HC702_non_british_white	TTE disorders of porphyrin and bilirubin metabolism	0.898343610771343	Diff R2 (full-covars) = 0.184752714334686	age, sex Genotype PCs
GBE_HC702	HC702_s_asian	TTE disorders of porphyrin and bilirubin metabolism	0.853940217391332	Diff R2 (full-covars) = 0.149222647897425	age, sex Genotype PCs
GBE_HC702	HC702_e_asian	TTE disorders of porphyrin and bilirubin metabolism	0.22665883734586	Diff R2 (full-covars) = 0	age, sex Genotype PCs
GBE_HC702	HC702_african	TTE disorders of porphyrin and bilirubin metabolism	0.878253503773292	Diff R2 (full-covars) = -0.00608347451101188	age, sex Genotype PCs
GBE_HC225	HC225_test	Cholecystitis	0.59436286081274		
GBE_HC225	HC225_non_british_white	Cholecystitis	0.609014979539785		
GBE_HC225	HC225_s_asian	Cholecystitis	0.569716893564353		
GBE_HC225	HC225_e_asian	Cholecystitis	0.537427033011274		
GBE_HC225	HC225_african	Cholecystitis	0.571816366384043		
GBE_HC225	HC225_test	Cholecystitis	0.641683286946199	Diff R2 (full-covars) = 0.0331371461431755	age, sex Genotype PCs
GBE_HC225	HC225_non_british_white	Cholecystitis	0.648388299084947	Diff R2 (full-covars) = 0.034721210793063	age, sex Genotype PCs
GBE_HC225	HC225_s_asian	Cholecystitis	0.657285994224417	Diff R2 (full-covars) = 0.012890882838265	age, sex Genotype PCs
GBE_HC225	HC225_e_asian	Cholecystitis	0.688443538647338	Diff R2 (full-covars) = 0.0147821054750433	age, sex Genotype PCs
GBE_HC225	HC225_african	Cholecystitis	0.687025288506819	Diff R2 (full-covars) = 0.0154164704035085	age, sex Genotype PCs
GBE_HC882	HC882_test	TTE glaucoma	0.619942524350852		
GBE_HC882	HC882_non_british_white	TTE glaucoma	0.608376239009764		
GBE_HC882	HC882_s_asian	TTE glaucoma	0.576286207402691		
GBE_HC882	HC882_e_asian	TTE glaucoma	0.544963015146182		
GBE_HC882	HC882_african	TTE glaucoma	0.532835875874187		
GBE_HC882	HC882_test	TTE glaucoma	0.704165010578429	Diff R2 (full-covars) = 0.0364232691203873	age, sex Genotype PCs
GBE_HC882	HC882_non_british_white	TTE glaucoma	0.726668113962411	Diff R2 (full-covars) = 0.0268275191807919	age, sex Genotype PCs
GBE_HC882	HC882_s_asian	TTE glaucoma	0.73399434144665	Diff R2 (full-covars) = 0.00993384857549329	age, sex Genotype PCs
GBE_HC882	HC882_e_asian	TTE glaucoma	0.708259950686864	Diff R2 (full-covars) = 0.0199894328989035	age, sex Genotype PCs
GBE_HC882	HC882_african	TTE glaucoma	0.721810948624707	Diff R2 (full-covars) = -0.00163761030978715	age, sex Genotype PCs
GBE_HC987	HC987_test	TTE phlebitis and thrombophlebitis	0.589311288195981		
GBE_HC987	HC987_non_british_white	TTE phlebitis and thrombophlebitis	0.596469559244272		
GBE_HC987	HC987_s_asian	TTE phlebitis and thrombophlebitis	0.552511956355933		
GBE_HC987	HC987_e_asian	TTE phlebitis and thrombophlebitis	0.508071837379117		
GBE_HC987	HC987_african	TTE phlebitis and thrombophlebitis	0.53507283017627		
GBE_HC987	HC987_test	TTE phlebitis and thrombophlebitis	0.641245340745679	Diff R2 (full-covars) = 0.0381525247802721	age, sex Genotype PCs
GBE_HC987	HC987_non_british_white	TTE phlebitis and thrombophlebitis	0.669261196440881	Diff R2 (full-covars) = 0.0312180086096057	age, sex Genotype PCs
GBE_HC987	HC987_s_asian	TTE phlebitis and thrombophlebitis	0.630636087108678	Diff R2 (full-covars) = 0.00728417992410113	age, sex Genotype PCs
GBE_HC987	HC987_e_asian	TTE phlebitis and thrombophlebitis	0.666311426879812	Diff R2 (full-covars) = -0.00599960528911769	age, sex Genotype PCs
GBE_HC987	HC987_african	TTE phlebitis and thrombophlebitis	0.632350199076495	Diff R2 (full-covars) = 0.0077126132944676	age, sex Genotype PCs
GBE_HC401	HC401_test	Varicose veins	0.607747641312342		
GBE_HC401	HC401_non_british_white	Varicose veins	0.605888803825368		
GBE_HC401	HC401_s_asian	Varicose veins	0.606247551899719		
GBE_HC401	HC401_e_asian	Varicose veins	0.60481238832638		
GBE_HC401	HC401_african	Varicose veins	0.490126219414089		
GBE_HC401	HC401_test	Varicose veins	0.63503255609351	Diff R2 (full-covars) = 0.0549132207716083	age, sex Genotype PCs
GBE_HC401	HC401_non_british_white	Varicose veins	0.651758143413098	Diff R2 (full-covars) = 0.0363311990398942	age, sex Genotype PCs
GBE_HC401	HC401_s_asian	Varicose veins	0.672579303266866	Diff R2 (full-covars) = 0.0296185973637895	age, sex Genotype PCs
GBE_HC401	HC401_e_asian	Varicose veins	0.710875521143539	Diff R2 (full-covars) = 0.0439070875521186	age, sex Genotype PCs
GBE_HC401	HC401_african	Varicose veins	0.592075819402376	Diff R2 (full-covars) = -0.0241337955040786	age, sex Genotype PCs
GBE_HC1094	HC1094_test	TTE inguinal hernia	0.582012460234269		
GBE_HC1094	HC1094_non_british_white	TTE inguinal hernia	0.579103092837458		
GBE_HC1094	HC1094_s_asian	TTE inguinal hernia	0.565669970918667		
GBE_HC1094	HC1094_e_asian	TTE inguinal hernia	0.605902283837265		
GBE_HC1094	HC1094_african	TTE inguinal hernia	0.567926905233405		
GBE_HC1094	HC1094_test	TTE inguinal hernia	0.804742109957305	Diff R2 (full-covars) = 0.0134473122073532	age, sex Genotype PCs
GBE_HC1094	HC1094_non_british_white	TTE inguinal hernia	0.815091424194543	Diff R2 (full-covars) = 0.00779261907184115	age, sex Genotype PCs
GBE_HC1094	HC1094_s_asian	TTE inguinal hernia	0.800831605406747	Diff R2 (full-covars) = 0.00262652986708567	age, sex Genotype PCs
GBE_HC1094	HC1094_e_asian	TTE inguinal hernia	0.915966169205703	Diff R2 (full-covars) = 0.00131909060341995	age, sex Genotype PCs
GBE_HC1094	HC1094_african	TTE inguinal hernia	0.776688143251589	Diff R2 (full-covars) = 0.00249537463155636	age, sex Genotype PCs
GBE_BIN10030820	BIN10030820_test	Rheumatoid factor > 16 IU/mL	0.584067167042171		
GBE_BIN10030820	BIN10030820_non_british_white	Rheumatoid factor > 16 IU/mL	0.59686083871738		
GBE_BIN10030820	BIN10030820_s_asian	Rheumatoid factor > 16 IU/mL	0.54845020389213		
GBE_BIN10030820	BIN10030820_e_asian	Rheumatoid factor > 16 IU/mL	0.561000485273195		
GBE_BIN10030820	BIN10030820_african	Rheumatoid factor > 16 IU/mL	0.52273704159584		
GBE_BIN10030820	BIN10030820_test	Rheumatoid factor > 16 IU/mL	0.600495695157528	Diff R2 (full-covars) = 0.049227737381528	age, sex Genotype PCs
GBE_BIN10030820	BIN10030820_non_british_white	Rheumatoid factor > 16 IU/mL	0.616910149719369	Diff R2 (full-covars) = 0.0421430027176916	age, sex Genotype PCs
GBE_BIN10030820	BIN10030820_s_asian	Rheumatoid factor > 16 IU/mL	0.599488560086087	Diff R2 (full-covars) = 0.00873838822644912	age, sex Genotype PCs
GBE_BIN10030820	BIN10030820_e_asian	Rheumatoid factor > 16 IU/mL	0.621338860512745	Diff R2 (full-covars) = 0.0201347249981516	age, sex Genotype PCs
GBE_BIN10030820	BIN10030820_african	Rheumatoid factor > 16 IU/mL	0.599365878318964	Diff R2 (full-covars) = -9.64675771307766e-05	age, sex Genotype PCs
GBE_cancer1002	cancer1002_test	Breast cancer	0.596270022279085		
GBE_cancer1002	cancer1002_non_british_white	Breast cancer	0.58544324904436		
GBE_cancer1002	cancer1002_s_asian	Breast cancer	0.572501153967619		
GBE_cancer1002	cancer1002_e_asian	Breast cancer	0.5941053449596		
GBE_cancer1002	cancer1002_african	Breast cancer	0.569183153824517		
GBE_cancer1002	cancer1002_test	Breast cancer	0.809746098434689	Diff R2 (full-covars) = 0.0213915480602913	age, sex Genotype PCs
GBE_cancer1002	cancer1002_non_british_white	Breast cancer	0.805472336208448	Diff R2 (full-covars) = 0.0134539622169062	age, sex Genotype PCs
GBE_cancer1002	cancer1002_s_asian	Breast cancer	0.835637759440271	Diff R2 (full-covars) = 0.00868593455181688	age, sex Genotype PCs
GBE_cancer1002	cancer1002_e_asian	Breast cancer	0.760202507342605	Diff R2 (full-covars) = 0.0150851970789552	age, sex Genotype PCs
GBE_cancer1002	cancer1002_african	Breast cancer	0.792929519424581	Diff R2 (full-covars) = 0.0147381612614715	age, sex Genotype PCs
GBE_BIN_FC10002267	BIN_FC10002267_test	Use of sun/uv protection (Never/rarely)	0.566276992471805		
GBE_BIN_FC10002267	BIN_FC10002267_non_british_white	Use of sun/uv protection (Never/rarely)	0.582403211017593		
GBE_BIN_FC10002267	BIN_FC10002267_s_asian	Use of sun/uv protection (Never/rarely)	0.510610192172693		
GBE_BIN_FC10002267	BIN_FC10002267_e_asian	Use of sun/uv protection (Never/rarely)	0.521646387072007		
GBE_BIN_FC10002267	BIN_FC10002267_african	Use of sun/uv protection (Never/rarely)	0.538850495975982		
GBE_BIN_FC10002267	BIN_FC10002267_test	Use of sun/uv protection (Never/rarely)	0.692793081493508	Diff R2 (full-covars) = 0.0171309513408471	age, sex Genotype PCs
GBE_BIN_FC10002267	BIN_FC10002267_non_british_white	Use of sun/uv protection (Never/rarely)	0.697956325075775	Diff R2 (full-covars) = 0.00470669147690583	age, sex Genotype PCs
GBE_BIN_FC10002267	BIN_FC10002267_s_asian	Use of sun/uv protection (Never/rarely)	0.612306145431146	Diff R2 (full-covars) = -0.00302935240435187	age, sex Genotype PCs
GBE_BIN_FC10002267	BIN_FC10002267_e_asian	Use of sun/uv protection (Never/rarely)	0.650710942329769	Diff R2 (full-covars) = 0.00647769484902361	age, sex Genotype PCs
GBE_BIN_FC10002267	BIN_FC10002267_african	Use of sun/uv protection (Never/rarely)	0.647152276015999	Diff R2 (full-covars) = -0.00513459688533913	age, sex Genotype PCs
GBE_BIN_FC3002247	BIN_FC3002247_test	Hearing difficulty and Deafness	0.542158548456138		
GBE_BIN_FC3002247	BIN_FC3002247_non_british_white	Hearing difficulty and Deafness	0.538668526054124		
GBE_BIN_FC3002247	BIN_FC3002247_s_asian	Hearing difficulty and Deafness	0.532035490197847		
GBE_BIN_FC3002247	BIN_FC3002247_e_asian	Hearing difficulty and Deafness	0.535162343489005		
GBE_BIN_FC3002247	BIN_FC3002247_african	Hearing difficulty and Deafness	0.523074735927004		
GBE_BIN_FC3002247	BIN_FC3002247_test	Hearing difficulty and Deafness	0.625524866667527	Diff R2 (full-covars) = 0.00730085406375358	age, sex Genotype PCs
GBE_BIN_FC3002247	BIN_FC3002247_non_british_white	Hearing difficulty and Deafness	0.622468944543325	Diff R2 (full-covars) = 0.00531241153643336	age, sex Genotype PCs
GBE_BIN_FC3002247	BIN_FC3002247_s_asian	Hearing difficulty and Deafness	0.615857774894353	Diff R2 (full-covars) = 0.0030364903870701	age, sex Genotype PCs
GBE_BIN_FC3002247	BIN_FC3002247_e_asian	Hearing difficulty and Deafness	0.627769571639586	Diff R2 (full-covars) = 0.00284032082165886	age, sex Genotype PCs
